id,type,label,count,properties
"causal_factor:f14bbf228249","causal_factor","线缆断路短路","0","{}"
"causal_factor:52a2851be686","causal_factor","线缆或端子故障","0","{}"
"causal_factor:88aa945a69aa","causal_factor","线路短路","0","{}"
"causal_factor:163cfbd7f713","causal_factor","线路断开","0","{}"
"causal_factor:27f631fd8d46","causal_factor","线路断路","0","{}"
"causal_factor:c36014b81cfe","causal_factor","限位开关误动作","0","{}"
"causal_factor:dd94d75c197f","causal_factor","限位开关异常","0","{}"
"causal_factor:e5b4a5363e00","causal_factor","箱变温度或油位异常","0","{}"
"causal_factor:899709b342e6","causal_factor","蓄能器预充压力不足","0","{}"
"causal_factor:441b498744cb","causal_factor","压力开关异常","0","{}"
"causal_factor:e60df102e76f","causal_factor","叶轮不平衡","0","{}"
"causal_factor:14c77358ca87","causal_factor","叶片损伤","0","{}"
"causal_factor:0f41c9a6d636","causal_factor","液压泵效率下降","0","{}"
"causal_factor:b3f0c705666d","causal_factor","液压泄漏","0","{}"
"causal_factor:5c0b4ebbb4c2","causal_factor","油路异常","0","{}"
"causal_factor:1b8219ca035b","causal_factor","油位或油温异常","0","{}"
"causal_factor:f73311262c89","causal_factor","油温异常","0","{}"
"causal_factor:9c5aa687c6de","causal_factor","油脂不足","0","{}"
"causal_factor:7272bdc3dca1","causal_factor","真实超限保护","0","{}"
"causal_factor:8648f1b08618","causal_factor","振动传感器异常","0","{}"
"causal_factor:12b0f42087d8","causal_factor","直流母线过压","0","{}"
"causal_factor:3c3f193584b1","causal_factor","制动器未释放","0","{}"
"causal_factor:d226517d9f1d","causal_factor","质量不平衡","0","{}"
"causal_factor:2b94348d796f","causal_factor","终端电阻异常","0","{}"
"causal_factor:8c5787a5fe56","causal_factor","轴承剥落","0","{}"
"causal_factor:8c8507f116b2","causal_factor","轴承磨损","0","{}"
"causal_factor:4431cc728921","causal_factor","轴承损伤","0","{}"
"causal_factor:a0a56e754eab","causal_factor","装配同轴度偏差","0","{}"
"causal_factor:50f58d6c6ee5","causal_factor","状态量组合异常","0","{}"
"causal_factor:25480117ec75","causal_factor","IGBT开路或驱动异常","0","{}"
"causal_factor:3a729b2999b2","causal_factor","PLC模块故障","0","{}"
"causal_factor:1b246474e2b0","causal_factor","PLC输入异常","0","{}"
"component:0ada635d5777","component","24V控制电源/反馈开关","0","{}"
"component:ced337885117","component","安全继电器/急停/保护开关","0","{}"
"component:c0c940846ad4","component","变桨驱动/编码器/限位开关","0","{}"
"component:a0ecb1a03460","component","齿轮箱轴承/齿轮副","0","{}"
"component:5a46122599cd","component","发电机轴承","0","{}"
"component:e77d1ab92322","component","防雷器/接地/屏蔽层/浪涌保护","0","{}"
"component:fd05278f75a6","component","高速轴制动器/刹车泵/压力开关","0","{}"
"component:168d43dda57b","component","机舱加速度传感器/塔筒/基础连接","0","{}"
"component:11aa27671131","component","偏航编码器/扭缆开关/左右限位","0","{}"
"component:6a921adffc3c","component","偏航电机/制动器/限位开关","0","{}"
"component:413c79dc479a","component","润滑泵/分配器/油脂罐/滤芯","0","{}"
"component:3286b071a2e2","component","水泵/换热器/冷却液/流量开关","0","{}"
"component:595d32937037","component","网侧变流器/直流母线/电网接口","0","{}"
"component:960612b8ce20","component","温度/压力/转速/振动/风速风向传感器","0","{}"
"component:0b6182f5cb03","component","温度传感器/风扇/加热器/控制柜","0","{}"
"component:b1d73da6fc36","component","箱变/断路器/并网接触器/电能质量","0","{}"
"component:46377c6783f4","component","叶片/轮毂/桨距校准","0","{}"
"component:bdb86de3edfd","component","液压泵/蓄能器/电磁阀/滤芯","0","{}"
"component:85c3cd920478","component","液压泵/蓄能器/阀组","0","{}"
"component:9b087cfc9cf7","component","主轴轴承/密封/润滑脂","0","{}"
"component:4c15d502e573","component","CAN/Profibus/EtherCAT/光纤/交换机","0","{}"
"component:67db396acb3f","component","DSP板/CAN/光纤/PLC通信","0","{}"
"component:61f376bdec83","component","PLC模块/DI反馈/辅助触点","0","{}"
"component:4cdfcb6705e9","component","SCADA采集/报警逻辑/状态量","0","{}"
"diagnostic_signal:22518920b968","diagnostic_signal","1P/3P频率","0","{}"
"diagnostic_signal:25d16898d0bb","diagnostic_signal","1P振动","0","{}"
"diagnostic_signal:bc70e6ba62d1","diagnostic_signal","24V开关反馈","0","{}"
"diagnostic_signal:7aa5b84cfa1d","diagnostic_signal","3P振动","0","{}"
"diagnostic_signal:48bb89e10a37","diagnostic_signal","安全继电器状态","0","{}"
"diagnostic_signal:86ba85502781","diagnostic_signal","安全链电压","0","{}"
"diagnostic_signal:a482702a61d6","diagnostic_signal","伴随告警列表","0","{}"
"diagnostic_signal:3900bddc14ad","diagnostic_signal","保护动作记录","0","{}"
"diagnostic_signal:029b9263e79a","diagnostic_signal","保护开关反馈","0","{}"
"diagnostic_signal:11d723ba3652","diagnostic_signal","报警时间线","0","{}"
"diagnostic_signal:5bbfe1d8994b","diagnostic_signal","泵电流","0","{}"
"diagnostic_signal:97b0dc9c0d09","diagnostic_signal","泵启动频次","0","{}"
"diagnostic_signal:94d46a94f3df","diagnostic_signal","泵运行反馈","0","{}"
"diagnostic_signal:6e60910c4d12","diagnostic_signal","编码器反馈","0","{}"
"diagnostic_signal:e4cf1b086a63","diagnostic_signal","编码器脉冲","0","{}"
"diagnostic_signal:f0918d111f48","diagnostic_signal","变桨控制电源状态","0","{}"
"diagnostic_signal:e3b2ef4689e1","diagnostic_signal","变流器状态字","0","{}"
"diagnostic_signal:e90278cd07a7","diagnostic_signal","变流器子故障码","0","{}"
"diagnostic_signal:e82bacdeb005","diagnostic_signal","传感器供电","0","{}"
"diagnostic_signal:818b242472f1","diagnostic_signal","低频振动","0","{}"
"diagnostic_signal:a73bac9bde0d","diagnostic_signal","端子电压","0","{}"
"diagnostic_signal:ef5731d54f5e","diagnostic_signal","断路器反馈","0","{}"
"diagnostic_signal:f37f56df979c","diagnostic_signal","风扇反馈","0","{}"
"diagnostic_signal:4ec840c574b0","diagnostic_signal","风速功率状态","0","{}"
"diagnostic_signal:401e7f998bb5","diagnostic_signal","根部弯矩","0","{}"
"diagnostic_signal:72e74a1f36b6","diagnostic_signal","功率曲线偏差","0","{}"
"diagnostic_signal:bee76c9d3b86","diagnostic_signal","故障发生天气记录","0","{}"
"diagnostic_signal:b5fd86f61000","diagnostic_signal","光纤链路","0","{}"
"diagnostic_signal:3879ca7e9659","diagnostic_signal","柜内温度","0","{}"
"diagnostic_signal:ba76b014127f","diagnostic_signal","回路电阻","0","{}"
"diagnostic_signal:b034062c9597","diagnostic_signal","机舱加速度","0","{}"
"diagnostic_signal:9e5ab9e8b001","diagnostic_signal","机械表比对","0","{}"
"diagnostic_signal:ac144b1b2950","diagnostic_signal","急停状态","0","{}"
"diagnostic_signal:eaa6895197ae","diagnostic_signal","加热器反馈","0","{}"
"diagnostic_signal:cef79ea16ac3","diagnostic_signal","桨距角","0","{}"
"diagnostic_signal:413727610148","diagnostic_signal","桨距位置偏差","0","{}"
"diagnostic_signal:f104d82e93ea","diagnostic_signal","接地电阻","0","{}"
"diagnostic_signal:0d66a57d42ab","diagnostic_signal","节点在线状态","0","{}"
"diagnostic_signal:ffd1639070e6","diagnostic_signal","进出口温差","0","{}"
"diagnostic_signal:e2856a6c6a7b","diagnostic_signal","控制板指示灯","0","{}"
"diagnostic_signal:a69a2a3c4da1","diagnostic_signal","控制命令/反馈一致性","0","{}"
"diagnostic_signal:539ea5154390","diagnostic_signal","冷却液压力","0","{}"
"diagnostic_signal:9f99e18d3f46","diagnostic_signal","链路灯","0","{}"
"diagnostic_signal:27ab8af097e9","diagnostic_signal","流量开关","0","{}"
"diagnostic_signal:2ed9aef44a2d","diagnostic_signal","滤芯压差","0","{}"
"diagnostic_signal:35639605e6b5","diagnostic_signal","摩擦片间隙","0","{}"
"diagnostic_signal:647ecb264aeb","diagnostic_signal","内外圈缺陷频率","0","{}"
"diagnostic_signal:6c1f97759b4c","diagnostic_signal","扭缆圈数","0","{}"
"diagnostic_signal:0c086b514d70","diagnostic_signal","偏航电机电流","0","{}"
"diagnostic_signal:f00897572a57","diagnostic_signal","偏航角","0","{}"
"diagnostic_signal:67c37eb75d74","diagnostic_signal","偏航角度","0","{}"
"diagnostic_signal:33b527300bd1","diagnostic_signal","频率","0","{}"
"diagnostic_signal:ba8a334a4ded","diagnostic_signal","屏蔽接地状态","0","{}"
"diagnostic_signal:d47f1ca23fa4","diagnostic_signal","屏蔽连续性","0","{}"
"diagnostic_signal:f72b1d391587","diagnostic_signal","驱动器状态字","0","{}"
"diagnostic_signal:af229b280f3b","diagnostic_signal","润滑泵反馈","0","{}"
"diagnostic_signal:07d727903246","diagnostic_signal","润滑油状态","0","{}"
"diagnostic_signal:0a1da13561a0","diagnostic_signal","润滑状态","0","{}"
"diagnostic_signal:726ba972b4fe","diagnostic_signal","三相电压电流","0","{}"
"diagnostic_signal:6ad795ba237c","diagnostic_signal","塔筒振动","0","{}"
"diagnostic_signal:6a69636b9f23","diagnostic_signal","通信错误计数","0","{}"
"diagnostic_signal:3d9df0488362","diagnostic_signal","系统压力","0","{}"
"diagnostic_signal:c88b3ad9d74a","diagnostic_signal","现场反馈触点","0","{}"
"diagnostic_signal:9a7e01b8ce50","diagnostic_signal","限位开关","0","{}"
"diagnostic_signal:74ef4cc0defe","diagnostic_signal","箱变温度油位","0","{}"
"diagnostic_signal:ee6e68abfb48","diagnostic_signal","液压压力","0","{}"
"diagnostic_signal:98e31606bb8a","diagnostic_signal","油位","0","{}"
"diagnostic_signal:ab9b6a41ff44","diagnostic_signal","油温","0","{}"
"diagnostic_signal:e71a1c3832a1","diagnostic_signal","油温油位","0","{}"
"diagnostic_signal:88b65f66e9e0","diagnostic_signal","油脂颗粒","0","{}"
"diagnostic_signal:bfba4de7c045","diagnostic_signal","振动频谱","0","{}"
"diagnostic_signal:37bdf2b0c66d","diagnostic_signal","直流母线电压","0","{}"
"diagnostic_signal:48b7e41fb04c","diagnostic_signal","制动器反馈","0","{}"
"diagnostic_signal:dc03a5184f3c","diagnostic_signal","制动压力","0","{}"
"diagnostic_signal:e5ac0aaebcaf","diagnostic_signal","轴承温度","0","{}"
"diagnostic_signal:ba00b14d37b2","diagnostic_signal","轴承温度趋势","0","{}"
"diagnostic_signal:127732402549","diagnostic_signal","转速/功率工况","0","{}"
"diagnostic_signal:b4c187495181","diagnostic_signal","转速比","0","{}"
"diagnostic_signal:ed49f3479d7e","diagnostic_signal","总线状态","0","{}"
"diagnostic_signal:168b9f621161","diagnostic_signal","左右限位状态","0","{}"
"diagnostic_signal:781afe757a6c","diagnostic_signal","AI通道值","0","{}"
"diagnostic_signal:fb4840f93d69","diagnostic_signal","CAN状态","0","{}"
"diagnostic_signal:fe2776dca8c6","diagnostic_signal","HMI状态页","0","{}"
"diagnostic_signal:385ba67fb087","diagnostic_signal","IGBT驱动状态","0","{}"
"diagnostic_signal:5af2c297fa45","diagnostic_signal","PLC AI/DI状态","0","{}"
"diagnostic_signal:f9fa76b10e3d","diagnostic_signal","PLC DI状态","0","{}"
"diagnostic_signal:592f799508d8","diagnostic_signal","SCADA趋势","0","{}"
"diagnostic_signal:349969c3b125","diagnostic_signal","SPD状态","0","{}"
"fault_record:24a52a4b2464","fault_record","01_01_001 由于变桨系统安全链断开导致机组急停","1","{""code"":""01_01_001"",""name"":""由于变桨系统安全链断开导致机组急停"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_1_1.md:1""}"
"fault_record:47611d6a43fe","fault_record","02_01_004 超速继电器触发安全链动作","1","{""code"":""02_01_004"",""name"":""超速继电器触发安全链动作"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_14_40.md:3""}"
"fault_record:8c7b5145ad3d","fault_record","02_02_001 机舱柜温度超限","1","{""code"":""02_02_001"",""name"":""机舱柜温度超限"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_16_46.md:1""}"
"fault_record:d1cf666f3b87","fault_record","02_02_003 机舱柜DC24V UPS故障","1","{""code"":""02_02_003"",""name"":""机舱柜DC24V UPS故障"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_16_46.md:2""}"
"fault_record:261978f309da","fault_record","02_02_009 机舱柜温度＞50℃，24小时内允许出现3次","1","{""code"":""02_02_009"",""name"":""机舱柜温度＞50℃，24小时内允许出现3次"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_17_49.md:1""}"
"fault_record:b3b0664d5623","fault_record","02_02_010 机舱柜温度＜10℃，24小时内允许出现3次","1","{""code"":""02_02_010"",""name"":""机舱柜温度＜10℃，24小时内允许出现3次"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_17_49.md:2""}"
"fault_record:d76990c27f88","fault_record","02_02_011 机舱柜温度＞55℃","1","{""code"":""02_02_011"",""name"":""机舱柜温度＞55℃"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_17_49.md:3""}"
"fault_record:48bfb1599573","fault_record","02_02_012 机舱柜温度＜5℃","1","{""code"":""02_02_012"",""name"":""机舱柜温度＜5℃"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_18_52.md:1""}"
"fault_record:fafee0cf9c22","fault_record","02_02_013 机舱柜温度＞50℃或者＜10℃重复次数多","1","{""code"":""02_02_013"",""name"":""机舱柜温度＞50℃或者＜10℃重复次数多"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_18_52.md:2""}"
"fault_record:6b00b99781b1","fault_record","02_02_031 齿轮箱加热器224Q7分闸状态","1","{""code"":""02_02_031"",""name"":""齿轮箱加热器224Q7分闸状态"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_19_55.md:3""}"
"fault_record:7d2b357c0d28","fault_record","02_02_058 齿轮箱轴承DE端温度点故障","1","{""code"":""02_02_058"",""name"":""齿轮箱轴承DE端温度点故障"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_22_64.md:3""}"
"fault_record:326fa1e72c2c","fault_record","02_02_059 齿轮箱轴承NDE端温度点故障","1","{""code"":""02_02_059"",""name"":""齿轮箱轴承NDE端温度点故障"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_23_67.md:1""}"
"fault_record:b2692eff8372","fault_record","02_02_060 转子轴承A温度点故障","1","{""code"":""02_02_060"",""name"":""转子轴承A温度点故障"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_23_67.md:2""}"
"fault_record:08360f6ec679","fault_record","02_02_063 转子轴承B温度点故障","1","{""code"":""02_02_063"",""name"":""转子轴承B温度点故障"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_23_67.md:3""}"
"fault_record:83f7aa1601b7","fault_record","02_02_067 发电机定子U温度点故障","1","{""code"":""02_02_067"",""name"":""发电机定子U温度点故障"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_24_70.md:1""}"
"fault_record:00f742f53c15","fault_record","02_02_069 发电机定子V温度点故障","1","{""code"":""02_02_069"",""name"":""发电机定子V温度点故障"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_24_70.md:2""}"
"fault_record:2f4c6e40fe75","fault_record","02_02_071 发电机定子W温度点故障","1","{""code"":""02_02_071"",""name"":""发电机定子W温度点故障"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_24_70.md:3""}"
"fault_record:351855d424a2","fault_record","02_02_073 发电机轴承DE端温度点故障","1","{""code"":""02_02_073"",""name"":""发电机轴承DE端温度点故障"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_25_73.md:1""}"
"fault_record:e55a0e179ccf","fault_record","02_02_074 发电机轴承NDE端温度点故障","1","{""code"":""02_02_074"",""name"":""发电机轴承NDE端温度点故障"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_25_73.md:2""}"
"fault_record:1ba440f97f3a","fault_record","02_04_006 风机转子转速和发电机转速不一致","1","{""code"":""02_04_006"",""name"":""风机转子转速和发电机转速不一致"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_30_88.md:1""}"
"fault_record:5664c9ffef75","fault_record","02_04_013 风机转子转速（1rpm且发电机转速）200rpm","1","{""code"":""02_04_013"",""name"":""风机转子转速（1rpm且发电机转速）200rpm"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_30_88.md:2""}"
"fault_record:976564efcefb","fault_record","02_04_026 风机转子轴承A温度的10分钟值大于60°C","1","{""code"":""02_04_026"",""name"":""风机转子轴承A温度的10分钟值大于60°C"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_33_97.md:3""}"
"fault_record:b84d4628a440","fault_record","02_04_027 风机转子轴承A温度的10分钟值大于-14°C","1","{""code"":""02_04_027"",""name"":""风机转子轴承A温度的10分钟值大于-14°C"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_34_100.md:1""}"
"fault_record:d303cb696e99","fault_record","02_04_028 风机转子轴承A温度的10分钟值大于90°C.24小时内允许出现3次","1","{""code"":""02_04_028"",""name"":""风机转子轴承A温度的10分钟值大于90°C.24小时内允许出现3次"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_34_100.md:2""}"
"fault_record:5b8e12090924","fault_record","02_04_029 风机转子轴承A温度的10分钟值大于-20°C","1","{""code"":""02_04_029"",""name"":""风机转子轴承A温度的10分钟值大于-20°C"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_34_100.md:3""}"
"fault_record:005cac9b587b","fault_record","02_04_030 风机转子轴承A温度的10分钟值大于90°C重复次数多（SC02_04_033）","1","{""code"":""02_04_030"",""name"":""风机转子轴承A温度的10分钟值大于90°C重复次数多（SC02_04_033）"",""site"":""洮北、良井子"",""brand"":""明阳"",""model"":""明阳风机"",""reason"":"""",""solution"":"""",""logic"":"""",""category"":"""",""source"":""明阳风机SCADA故障复位清单(最终)/明阳风机SCADA故障复位清单(最终)_35_103.md:1""}"
