id,type,label,count
action:bff90a896446,action,故障分析及处理,7
action:a29552ba68c4,action,机组电控系统或测量仪器采集信号时，可能受到各种干 22# 机报发电机绕组温度高故障，查看故障手册故障值为,7
action:ec1bb6e7a064,action,这种误差轻则使测量准确度降低，重则使测量 120℃,7
action:07fdc0c7c47d,action,用于发电机绕组温度测量的电子 常,7
action:606987e4aaff,action,（10.2）进行拆卸检查,6
action:ec5809d9c0d2,action,"检查过程中发现,该截止阀的阀门处 的安装工艺安装回原处",6
action:b863f41c2440,action,"于完全拧开状态,与设计图纸要求完全相符,且未发现阀门 观察发现,偏航结束后偏航回路压力上升速度仍未达到正",6
action:b007c51bbc96,action,"再次启动液压站, 动器油管中间的阻尼缓冲器存在堵塞故障的可能性",6
action:5d67792dc67e,action,定差节流阀（22.1）等关键组件展开逐一细致检查,5
action:ceb14a4f7a87,action,（1）主回路测试 ：运用高精度压力测量仪器对主回,5
action:af97e1c0316b,action,"此时,所有换向阀均保持初始状态,未发生换向动作,液 路压力进行测量,测量结果显示主回路压力处于正常范围",5
action:051cd4d3e090,action,"回路压力上升至 150 bar 及随后的 5 min 时间内,对系统 综合以上两项测试结果,可以初步排除主回路存在故障的",5
action:b47bf3e3a2b5,action,启机并网观察数据， 测量误差大的原因很可能是温度传感器在发电机内部存在,2
action:e0fcdd7e15a3,action,再仔细检查发电机 结论,2
action:55504f127df4,action,启机并网观察数据，发电机绕组温度值仍然存在较大的跳 的交变电磁场，这对绕组温度测量和信号传输产生较大的干,2
action:3c32360a5f14,action,由这个故障处理,2
action:afb11f277a4e,action,变流器散热风扇一直在启动状态，但 K8 接触器却,1
action:6def0d5e7556,action,检查温度传感器未见异常，拆卸 K8 接,1
action:5ffef1852619,action,了十几回用电负荷，其中大部分为电机负载，并且 故障发生后能及时更换，保障发电量,1
action:e99e6b6d0dcd,action,（2）定期清理或更换变流器通风滤网，保证,1
action:39fca5c826fd,action,边毗邻煤场，存在较大的煤粉尘影响，容易造成驱 的巡检以及采取相应防潮措施，例如定期更换变流,1
action:d658eb2ef836,action,现场经测试分析，发现变流器散热 热电机功率、增加工业风扇来加速空气对流、延伸,1
action:14fb64170e12,action,为 240W，散热风量仅为 4950m3/h，实际测量和计 实际情况适时对变流器和塔筒门散热电机的控制,1
action:7fe46bf317e3,action,算，散热风量不能满足变流器 6000 m3/h 的散热要 参数进行更改，例如将塔筒门风扇温控器风扇启动,1
action:2be4d88cc993,action,响了变流器散热的烟囱效应，虽然塔筒内部增加了 面氧化、锈蚀进行处理,1
action:2a7fd54c65f4,action,定期完成设备的检查和卫,1
action:5f4e716a8e92,action,"运行状态进行详细监测,观察到以下现象 ：液压站电机仅 可能性",1
action:d7a81018b563,action,"基于上述现象,初步判断可排除除偏航回路 对液压站进行断电处理,并释放系统内部压力",1
action:bb09a3263762,action,"换向阀（14.2）两个常闭阀存在密封不严、无法有效封油 经细致观察发现,偏航结束后偏航回路压力上升依旧呈现",1
action:659602058e88,action,"待其恢复正常运行状态后观察发现,偏航结束后偏航回路压 （7）为获取更全面准确的系统信息,与液压站厂家进",1
action:597e43cefda2,action,进行拆卸检查,1
action:e6566256d719,action,"向阀中的小球,观察到小球能够顺畅移动,未出现卡滞现象, 的双重缓冲功能,以提高系统运行的稳定性和可靠性",1
action:fcd18426a2f1,action,"完成安装后,恢复液压站正常运行后持续观察,发现偏航 （8）在液压站断电泄压的安全前提下,对图 3 中标蓝",1
action:f521ee44358d,action,节流阀（22.1）进行检查,1
action:21cdadab9626,action,"检查发现该节流阀的阀门可在 产生吸附作用,导致无法直接取出",1
action:4ff209d0d63d,action,"经仔细观察,发现柱",1
action:d1ac5cb87b35,action,"对该孔洞进行清理,清理完毕将柱塞",1
action:633dd582b019,action,"记必须对齐（该阀门出厂设定状态为拧紧后逆时针回旋约 旋紧复位,并恢复液压站到正常状态",1
action:d04c11e71829,action,"将定差节流阀（22.1）拆卸后进行全面检查,未发 束后偏航回路压力在 11 s 后迅速上升至 153 bar 左右,同",1
action:9d6853b3f86c,action,"之后,恢复液压站正常运行状态并进行观察,结果显 尼缓冲器存在堵塞故障",1
action:fe3fdcb29b45,action,"由此可判断,定差节流阀（22.1） 故障处理与预防措施",1
action:e23243cc6c63,action,（6）经过对截止阀（10.2）、电磁换向阀（15.2）、单 一、故障处理,1
action:9e2b8e4661a1,action,"主要功能是抑制偏航制动时偏航回路压力的过快上升,确 进型,φ5 mm）进行更换,从根本上解决原缓冲器存在的",1
action:0161a0171838,action,"阻尼缓冲器的孔洞进行照射观察,发现孔洞透光性良好, 图纸更新 ：对液压系统图纸进行全面修订和完善,在",1
action:9a80b353a07c,action,"定期对缓冲器进行全面检查、清洁、保养和性能测试, 的可持续发展提供坚实的技术支撑",1
action:0f7849d69250,action,及时发现潜在的故障隐患并进行处理,1
action:a99994c066e7,action,式中 ：xi 为振动信号采样值，μ 为均值，σ 为标 表2 拆解检查结果汇总,1
action:b458469cef5a,action,检查项目 检查结果 允许值 超标程度,1
action:5c8d010a23ef,action,1.2 内窥镜检查 内圈剥落尺寸 无 —,1
action:355f595c23cf,action,确认机组主轴系统存在复合型磨损故障，主要表现,1
action:b8d060eee6f3,action,结果 ：高海拔地区昼夜温差大（日温差达25℃）导 通过现场检查可判定，本次故障的诱因主要体,1
action:6994ae4460a0,action,达 D4级（严重损伤阶段），必须立即停机处理,1
action:420a67852097,action,建议采取四级处理方案 ：一级处理为立即停机并更 安装工艺存在缺陷,1
action:6af56db83d50,action,二级处理包括主轴轴颈抛光修复（粗 0.15mm（标准要求≤0.05mm），造成附加偏心载,1
action:0bef1dd0c15b,action,三级处理涉及润滑系 荷,1
action:2aaa1ea53fea,action,四级处理为后续加装 强度是平原的1.8倍，导致密封件提前老化，日温差,1
action:9a167efa42d0,action,2 故障现场检查 由此可以判定，本次轴承故障的发生是由直接,1
action:a3cb502043e1,action,运维人员在工程现场进行检查的结果汇总如表2 原因和根本原因共同作用导致的系统性失效问题,1
action:1b2fff027a81,action,现场运维人员对 A22风机对主轴进行检查，上 因及其影响程度，表4从管理维度深入剖析故障发,1
action:56ce27d4e81c,action,塔打开止推轴承齿轮箱侧端盖检查，发现轴承油脂 生的系统性原因,1
action:1b64bf0ca14d,action,内窥镜检查影像 和气象数据,1
action:2d6cf8e60ea8,action,随后对主轴系统进行临时性处理 ：彻底排空污 理维度，将非计划停机损失纳入 KPI 考核，与维护,1
action:6717b46017e7,action,考虑到其他机组存在类似 作开发新型自修复润滑脂，实验室测试显示其磨粒,1
action:5e0abbd16c8d,action,组存在早期磨损征兆，及时安排计划性维护避免故 年非计划停机次数减少72%，验证了处理方案的有,1
action:81f29b3360ce,action,部件修复与更换方案,1
action:69b46a45dc27,action,根据拆解检查结果制定 入集团标准故障库,1
action:5dbde5f52b3b,action,分级处理方案 ：对于剥落面积超过10% 的轴承组件 综上所述，本文形成的技术方案和管理经验，可,1
action:02d613217533,action,实施整体更换，选用改进型密封结构的 SKF CARB 为高海拔地区风电机组的可靠运行提供重要参考，对,1
action:61811c6a74d5,action,口密封更换为迷宫式 + 磁性流体复合密封，实测防,1
action:933ddbdefa1d,action,测量仪和超声波探伤检测，确保修复质量符合 IEC 224.,1
action:36d480eac588,action,一台功率为 3.0MW 机组，发电机绕组温度测量系统如 些问题，如接入机舱控制柜的各种电缆和信号线的工艺较,1
action:8303fdff40bd,action,图 1 所示，定子采用了 6 套 Pt100 温度传感器测量绕组温 差，特别是现场安装单位接线很不规范，以至于机舱柜和,1
action:092f3afd24a1,action,电机旁边的机舱柜内的巴赫曼 PLC，最后经 PLC 处理发送,1
action:29e93915429a,action,图1 风电机组发电机绕组温度测量系统,1
action:6af679ac9c8f,action,用信号叠加一并送入后面的测量电路，直接成为干扰信号，,1
action:98183a565779,action,故障处理方案 图3 机舱底板下方布线混乱,1
action:97244d212908,action,自发电机外部，那么需要重新布线或更换信号电缆,1
action:8529fc747ecd,action,（1）先用万用表测量传感器的阻值是否正常，以初步,1
action:71080af192d8,action,1Ω 则需更换传感器,1
action:95cfb9172480,action,检查信号接地是否正常，以排查受电磁干扰的,1
action:fb5532751e21,action,故障处理过程 图5 2V相绕组温度瞬态曲线－处理之后,1
action:333b7476b333,action,对换通道，观察机组在停机和并网时就地面板显示的环境 所以故障原因可确定为发电机温度信号受到了电磁干扰,1
action:ab4902ba4561,action,试验结果是 ：环境温度值波动较 经检查发现，从发电机温度传感器接线盒至机舱控制柜,1
action:450caa794c74,action,通过更换信号电缆，可以将干扰范围缩 可知，处理模拟量信号采集和传输失真的问题，应考虑受电,1
action:0eb36eb53201,action,启机并网观察发电机绕组温度数据 ：面板显示 磁干扰原因，逐步缩小受干扰范围，最终找到干扰源,1
action:1f406e5f7f27,action,除 2V 相之外其余绕组温度跳变幅值和频率都很小，温度传 扰信号进行测试，是分析干扰的前提,1
causal_factor:9c00c951b8ce,causal_factor,分析,15
causal_factor:f294860a1629,causal_factor,摘 要：通过对某风场 2MW 风电机组多次出现的变流器 IGBT 板卡故障进行分析，总结可能造成变流器 IGBT,9
causal_factor:94c6d4a70a65,causal_factor,间的电压幅度和相位同步），定子断路器/接触器即,9
causal_factor:671241e8b8e2,causal_factor,该风电场 2MW 风力发电机组为双馈型机组， 流器时，断路器断开，转子通过变浆控制和机械抱,9
causal_factor:1979c49b4b91,causal_factor,的定子回路通过定子断路器连接到三相电网，转子,9
causal_factor:52dd12eadd47,causal_factor,素相对较多,9
causal_factor:c07c1dc39234,causal_factor,数 2.0~3.0 5.3 76.7%,9
causal_factor:d221b1523195,causal_factor,确定故障元件为 INU 模块的 V 相 IGBT 驱 1.5m），造成从导流罩抽送至二层以上空间的热气,8
causal_factor:972b4a3e5fcc,causal_factor,动板损坏，从而引起了变流器高温停机,8
causal_factor:a80a54d087da,causal_factor,侧其他故障触发、变流器转子侧故障触发，导出变,8
causal_factor:381e07a0981e,causal_factor,波动造成的，电网电压的不稳定极易导致 IGBT 驱 力着手，具体有效措施如下,8
causal_factor:451e78493ca1,causal_factor,摘要：本文针对某云南高海波地区风电场风电机组主轴系统频发磨损故障问题，通过多维度诊断分析揭示,8
causal_factor:6fe8c7330676,causal_factor,断方法，确认故障主要由轴承复合磨损引起，表现为内圈剥落、外圈15%覆盖率损伤及滚动体凹坑，通过,8
causal_factor:c9388fdc9348,causal_factor,主轴磨损,8
causal_factor:df4c349fd173,causal_factor,向变化快等极端工况，导致主轴系统故障率较平原 本案例在对风电机组主轴故障诊断过程中，选,8
causal_factor:4f1ea6e8cee6,causal_factor,1 主轴磨损故障现场诊断与检查,8
causal_factor:4ff62f2e0e8e,causal_factor,密封唇口磨损 1.2mm ≤0.3mm 300%,8
causal_factor:51a7d6b6c650,causal_factor,保持架铜合金引导面磨损量达0.3mm， 隙过大，滚子存在位移情况，滚子表面有明显划痕,8
causal_factor:709808247c94,causal_factor,区面积与轴承接触面积比值，证实轴承已进入加速 在松动、检查齿轮箱弹性支撑正常、固定螺栓未存,8
causal_factor:dc846907d0e4,causal_factor,磨损阶段,8
causal_factor:e33299c916ad,causal_factor,机组主轴系统存在复合型磨损故障，主要表现,8
causal_factor:76ccc687e193,causal_factor,轴承内圈滚道出现大面积剥落损伤，导致振动,8
causal_factor:4a9b192dd700,causal_factor,素研究 [ J]. 机械传,8
causal_factor:58f609a2f156,causal_factor,6 个传感器同时损坏,8
causal_factor:1befcc43b893,causal_factor,电磁干扰造,8
causal_factor:846eec81a634,causal_factor,变流器 与环境设备,7
causal_factor:ad1f3d9a1387,causal_factor,8 次，造成的直接损失约为 25 万元（未统计电 [5] 毕长飞.大功率直驱风电机组变流器的功率器件热负荷分析[J].机械,7
causal_factor:0601c8dbb967,causal_factor,小蜗壳式风机损坏造成的 压变绝缘的问题也得到较好解决,7
causal_factor:deb1e9ead071,causal_factor,"目前,国内外学者围绕风电机组液压系统故障诊断开 与此同时,现场测试获取了如下关键数据",7
causal_factor:172ab8ebbada,causal_factor,"尤其是偏航系统结构复杂,导致故障现象并不具有规律性, （3）对比正常机组运行数据可知,正常情况下机组压",7
causal_factor:3dc3b20f7f3c,causal_factor,"诊断流程,深度挖掘未标注阻尼缓冲器堵塞这一特殊故障",7
causal_factor:f3a9dca5eb47,causal_factor,（1）液压系统中隐蔽的阻尼缓冲器堵塞是导致砀山风,7
causal_factor:4870fa54c0bb,causal_factor,2 主轴磨损故障处理,7
causal_factor:5e0abbd16c8d,causal_factor,组存在早期磨损征兆，及时安排计划性维护避免故 年非计划停机次数减少72%，验证了处理方案的有,7
causal_factor:1d11479b7b81,causal_factor,"时自动触发强化监测模式，振动报警阈值动态下调 机械工程师 ,2023(10):113-115.",7
causal_factor:bce677382d41,causal_factor,可能导致误报故障或误动作，甚至造成重大事故的发生,7
causal_factor:1be7947685a8,causal_factor,置身于强电磁场中,7
causal_factor:1790beff6d35,causal_factor,接线工艺不规范,7
causal_factor:aaeffd13367f,causal_factor,度（另有 6 套传感器为备用），然后通过信号电缆传送至发 底板下方布线混乱，这对模拟信号传输造成很大的影响,7
causal_factor:8b77b120da3c,causal_factor,"此,对这两个常开换向阀进行调换",6
causal_factor:1daae5b101e4,causal_factor,"（3）在液压站断电泄压的安全状态下,对常开截止阀 无明显堵塞迹象",6
causal_factor:d272e054c742,causal_factor,内部及通道存在明显的堵塞物或杂质,6
causal_factor:7854bf86d13a,causal_factor,"此,暂时排除液压站至偏航制",6
causal_factor:b007c51bbc96,causal_factor,"再次启动液压站, 动器油管中间的阻尼缓冲器存在堵塞故障的可能性",6
causal_factor:c0ee7dfa124b,causal_factor,进一步排除常开截止阀（10.2）存在堵塞故障的可能性,6
causal_factor:980b1650dbca,causal_factor,"据此,可排除单向阀（9.3）存在堵塞故障的可能性",6
causal_factor:745b2d21c356,causal_factor,机舱没,5
causal_factor:2e2fdb065dd0,causal_factor,"的情况,进而导致系统漏压,液压站电机为维持系统压力, 迟缓状态",5
causal_factor:e77106a0b042,causal_factor,"由此可推断,电磁换向阀（15.2）存在堵塞故",5
causal_factor:6ceccdb74ef2,causal_factor,素共同作用的 1.3 故障出现原因,3
causal_factor:9859d2485c8c,causal_factor,很可能是温度传感器在发电机内部存在,3
causal_factor:d36a22c5b9c4,causal_factor,素造成,3
causal_factor:39fca5c826fd,causal_factor,边毗邻煤场，存在较大的煤粉尘影响，容易造成驱 的巡检以及采取相应防潮措施，例如定期更换变流,2
causal_factor:49d46a2d0952,causal_factor,动板短路或接触不良,2
causal_factor:77c384ea5893,causal_factor,，导致非计划停机次数增加，严重影响发电效 8倍，提示滚动体表面存在严重损伤,2
causal_factor:340894d67a42,causal_factor,合现场实际状况初步判断为风电机组主轴轴承磨损 高达8.7（正常值通常小于4），波形中可见周期性冲,2
causal_factor:d88b62694bf8,causal_factor,出现点蚀和边缘缺损，造成周期性冲击振动,2
causal_factor:b081e877737d,causal_factor,主要体,2
causal_factor:d264d327843b,causal_factor,高海拔地区强湍流影,2
causal_factor:8ee6e5ad5205,causal_factor,素加剧了材料劣化,2
causal_factor:432565f71c23,causal_factor,分析表 开始,2
causal_factor:45b2d430a5d1,causal_factor,类别 具体表现 影响程度 证据来源 确定数据矩阵,2
causal_factor:5ac7d3a766c5,causal_factor,追溯表,2
causal_factor:f4f63aeeb9a5,causal_factor,类别 具体问题 改进方向 支持证据,2
causal_factor:58db7016fb19,causal_factor,采集信,2
causal_factor:8b334a111387,causal_factor,可确定为发电机温度信号受到了电磁干扰,2
causal_factor:4ced3189eeb9,causal_factor,这段信号电缆，将事先准备好的若干米长的多芯信号（屏蔽） 造成发电机温度传感器测温不准确的原因,2
causal_factor:6fd924885488,causal_factor,摘 要：通过对某风场 2MW 风电机组多次出现的变流器 IGBT 板卡故障进行分析，总结,1
causal_factor:526632c09663,causal_factor,，并就此提出改进措施和建议，可为同类变流器的运行维护工作提供参考,1
causal_factor:e8b32b844260,causal_factor,触头氧化、机构卡涩现象，易造成相关设备工作异常,1
causal_factor:28b1873a35ec,causal_factor,有三个方面,1
causal_factor:299e0008ff37,causal_factor,沿海地区盐雾影响,1
causal_factor:8b42507d069e,causal_factor,确定故障元件为 INU 模块的 V 相 IGBT 驱 1.5m）,1
causal_factor:88eebc87e011,causal_factor,动板损坏，从而,1
causal_factor:809c2ad5c49f,causal_factor,电实验和零速实验，实验结果显示模块正常，风机,1
causal_factor:f261da3ee2c2,causal_factor,侧其他故障,1
causal_factor:19fae3a1a850,causal_factor,分析，解决变流器 IGBT 板卡,1
causal_factor:a8350e78ca32,causal_factor,波动,1
causal_factor:406774220bcd,causal_factor,边毗邻煤场，存在较大的煤粉尘影响，容易,1
causal_factor:3c11166286bc,causal_factor,触头氧化、机构卡涩现象，易,1
causal_factor:38bbfbdf83a7,causal_factor,件的,1
causal_factor:d773b34a316a,causal_factor,有三个方面，一是原设计通风 散热管道至变流器散热出口等措施来提升散热能,1
causal_factor:e01b0c076ac3,causal_factor,二是由于沿海地区盐雾影响，塔筒门散热风扇 温度值较定值调低迫,1
causal_factor:a48f6cc07829,causal_factor,变流器 与环境设备，2022(05):47-49.,1
causal_factor:03fcdba582ec,causal_factor,8 次,1
causal_factor:fe2be4023bab,causal_factor,且能够极大的降低由于小蜗壳式风机损坏,1
causal_factor:56a8a2951137,causal_factor,尤其是偏航系统结构复杂,1
causal_factor:96afd69f00a5,causal_factor,初始的常开状态切换 锁定在图 1 所示的绿色线条标识的油路,1
causal_factor:49988b35667c,causal_factor,"常闭状态转变为常开状态, 路中的截止阀（10.2）、电磁换向阀（15.2）、单向阀（9.3）",1
causal_factor:af01a8ba8ed0,causal_factor,"的情况,进而",1
causal_factor:b8d2e2637b9a,causal_factor,"柱塞孔空间狭小,缺乏适配的专用工具,且该",1
causal_factor:16aeb1ff4177,causal_factor,"发现该节流阀的阀门可在 产生吸附作用,导致无法直接取出",1
causal_factor:6f53e19f5de6,causal_factor,现内部存在铁屑、杂质或堵塞情况,1
causal_factor:9d6853b3f86c,causal_factor,"之后,恢复液压站正常运行状态并进行观察,结果显 尼缓冲器存在堵塞故障",1
causal_factor:fcbc092835d1,causal_factor,存在堵塞故障的可能性可予以排除,1
causal_factor:f1cd9cf0cb6e,causal_factor,疑其存在堵塞问题,1
causal_factor:98043a11914d,causal_factor,"发现此处内部安装有一阻尼缓冲器,通过咨询厂家得知其 能较大程度避免油路堵塞情况",1
causal_factor:02adfcc0fff4,causal_factor,发现该节流阀的阀门可在 产生吸附作用,1
causal_factor:389f169131a1,causal_factor,"基于此,将故障排查方向转向偏航 量和压力控制",1
causal_factor:18e2766e2834,causal_factor,（1）液压系统中隐蔽的阻尼缓冲器堵塞是,1
causal_factor:2a36a5f6f9a4,causal_factor,断方法，确认故障主要由轴承复合磨损,1
causal_factor:092ac382ffbb,causal_factor,向变化快等极端工况,1
causal_factor:311b63d5f76c,causal_factor,标8倍）形成三体磨损，进一步加剧了表面损伤,1
causal_factor:3680c0f1fc64,causal_factor,润滑系统失效是加速磨损的关键因素,1
causal_factor:c1405ef759b2,causal_factor,障影响分析显示，若继续运行，预计3个月内将导致 许值≤150ppm），且基础油粘度从原320cSt 降至,1
causal_factor:f8df675f5484,causal_factor,210cSt，导致油膜厚度不足，形成金属直接接触,1
causal_factor:6af56db83d50,causal_factor,二级处理包括主轴轴颈抛光修复（粗 0.15mm（标准要求≤0.05mm），造成附加偏心载,1
causal_factor:2aaa1ea53fea,causal_factor,四级处理为后续加装 强度是平原的1.8倍，导致密封件提前老化，日温差,1
causal_factor:5c010ef8671b,causal_factor,和根本原因共同作用导致的系统性失效问题,1
causal_factor:9a7001994564,causal_factor,表3详细列出了导致主轴轴承磨损故障的直接技术原,1
causal_factor:ff8c5222193c,causal_factor,及其影响程度,1
causal_factor:26e4e01a3a1f,causal_factor,充足，但油脂颜色发黑且油脂内含有金属粉末，如 次故障的本质是 ：高海拔环境→密封结构失效→污,1
causal_factor:e94ce4169f4e,causal_factor,未建立磨损颗粒趋势分析,1
causal_factor:d31d6cd359b9,causal_factor,轴承内圈滚道出现大面积剥落损伤,1
causal_factor:30380b2ba743,causal_factor,出现点蚀和边缘缺损,1
causal_factor:20d8f1232b7d,causal_factor,障影响分析显示，若继续运行，预计3个月内将,1
causal_factor:8f57aea78937,causal_factor,210cSt,1
causal_factor:b386757123cf,causal_factor,二级处理包括主轴轴颈抛光修复（粗 0.15mm（标准要求≤0.05mm）,1
causal_factor:e3bed0d9f99a,causal_factor,四级处理为后续加装 强度是平原的1.8倍,1
causal_factor:34f6a7e9d7dc,causal_factor,25℃的热循环应力促,1
causal_factor:2c1856c5344c,causal_factor,此可以判定，本次轴承故障的发生是由直接,1
causal_factor:69edd8cc3733,causal_factor,运维人员在工程现场进行检查的结果汇总如表2 原因和根本原因共同作用,1
causal_factor:e1d4ccc5bc00,causal_factor,表3详细列出了,1
causal_factor:8497f19f689d,causal_factor,及其影响程度，表4从管理维度深入剖析故障发,1
causal_factor:cb3354135c0b,causal_factor,染润滑脂,1
causal_factor:7d6efafaa360,causal_factor,分析，实施三 机组主轴轴承结构参数对其应力的影响分析 [ J].,1
causal_factor:8f008be9e411,causal_factor,时自动,1
causal_factor:ca604e6fcdf8,causal_factor,或者设计方面电缆选型不合理，造成信号传,1
causal_factor:c470d7f72337,causal_factor,号受电磁干扰造成，干扰信号是发电机内部电磁场和外部,1
causal_factor:016efaa1717d,causal_factor,干扰共同引起（如机舱变压器和动力电缆），如果干扰源主,1
causal_factor:3dd1b4419e0b,causal_factor,这种误差轻则,1
causal_factor:21ff2332d295,causal_factor,可能,1
causal_factor:fb5a41c193ff,causal_factor,于置身于强电磁场中，必将受到极强的电磁干 成的，须查出受干扰的部位,1
causal_factor:aec0de2f6bc3,causal_factor,于接线工艺不规范，也有可能受到电磁干扰,1
causal_factor:231355bfc242,causal_factor,度（另有 6 套传感器为备用），然后通过信号电缆传送至发 底板下方布线混乱，这对模拟信号传输,1
causal_factor:8c0aecca2fb0,causal_factor,或者设计方面电缆选型不合理,1
causal_factor:fd8f487dca1f,causal_factor,由经验可知，如果信号电缆（线）,1
causal_factor:e3a713b15486,causal_factor,号受电磁干扰,1
causal_factor:f9021ae10e34,causal_factor,干扰共同,1
causal_factor:3af755186b3b,causal_factor,最后，拆除发电机温度传感器接线盒至机舱控制柜的 布线，也将,1
causal_factor:e59a3e797463,causal_factor,这段信号电缆，将事先准备好的若干米长的多芯信号（屏蔽）,1
causal_factor:6810bba2d005,causal_factor,，逐步缩小受干扰范围，最终找到干扰源,1
component:6f454c002ccb,component,IGBT,6
component:54a2a0a871b6,component,接触器,5
component:836b876c873e,component,温度传感器,4
component:fa7a63c409ef,component,断路器,3
component:bcca7c29f64e,component,风扇,2
component:05de69616218,component,液压泵,2
component:6348867dd227,component,制动器,2
component:ba08d6d0194c,component,齿轮箱轴承,2
corpus:2978f89e354b,corpus,windrise-parts-readable,1
diagnostic_signal:9a7342874186,diagnostic_signal,间的电压,9
diagnostic_signal:13456a647a70,diagnostic_signal,闸制动为静止状态,9
diagnostic_signal:ce4fca2880be,diagnostic_signal,额定电压,9
diagnostic_signal:d8565e49760d,diagnostic_signal,额定连续电流,9
diagnostic_signal:400588d76235,diagnostic_signal,IGBT 电压等级：1700V,9
diagnostic_signal:88eae9dccf50,diagnostic_signal,最大连续直流电压,9
diagnostic_signal:7001dd36f8df,diagnostic_signal,甚至长期临界于变流器最高运行环境温度,8
diagnostic_signal:704f579138e4,diagnostic_signal,对其它部件进行检查发现,8
diagnostic_signal:b58b13cfa16f,diagnostic_signal,变流器散热风扇一直在启动状态,8
diagnostic_signal:d3bea9efb1b9,diagnostic_signal,温度,8
diagnostic_signal:064b2194b081,diagnostic_signal,电网电压,8
diagnostic_signal:5665580b49e4,diagnostic_signal,根本解决环境温度,8
diagnostic_signal:8bb7513a190a,diagnostic_signal,研究采用传动链振动,8
diagnostic_signal:ba155cf9e29d,diagnostic_signal,故障状态,8
diagnostic_signal:45e6f3ef354f,diagnostic_signal,振动速度有效值 ≤2.8mm/s 4.8mm/s 71.4%,8
diagnostic_signal:5f1a682b5bbe,diagnostic_signal,振动信号,8
diagnostic_signal:8adca19f8ba0,diagnostic_signal,择使用多维度振动,8
diagnostic_signal:d78beff5e322,diagnostic_signal,离线振动,8
diagnostic_signal:4be3e313e17b,diagnostic_signal,内部滚子和保持架时发现保支架间,8
diagnostic_signal:1ebe26de5a87,diagnostic_signal,化状态，表明润滑系统已严重污染,8
diagnostic_signal:b22469bb72dc,diagnostic_signal,通过测量剥落 检查轴承支座安装未存在位移、检查固定螺栓未存,8
diagnostic_signal:709808247c94,diagnostic_signal,区面积与轴承接触面积比值，证实轴承已进入加速 在松动、检查齿轮箱弹性支撑正常、固定螺栓未存,8
diagnostic_signal:e90e34e4fc34,diagnostic_signal,综合振动,8
diagnostic_signal:a9d5244c3c22,diagnostic_signal,信号中 BPFI 频率成分显著增强,8
diagnostic_signal:40d5b9aca58e,diagnostic_signal,经采取上述措施后，运行监测，变流器正常运,7
diagnostic_signal:5197d734b82a,diagnostic_signal,行温度下降约 15℃，未再发生高温变流器跳闸情,7
