source,type,target,weight
causal_factor:671241e8b8e2,CAN_TRIGGER,fault_name:0922d1c203fc,1
causal_factor:1979c49b4b91,CAN_TRIGGER,fault_name:0922d1c203fc,1
causal_factor:d221b1523195,CAN_TRIGGER,fault_code:d0d5f5f3d469,1
causal_factor:972b4a3e5fcc,CAN_TRIGGER,fault_code:d0d5f5f3d469,1
causal_factor:a80a54d087da,CAN_TRIGGER,fault_code:d0d5f5f3d469,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_code:d0d5f5f3d469,1
causal_factor:381e07a0981e,CAN_TRIGGER,fault_code:d0d5f5f3d469,1
causal_factor:52dd12eadd47,CAN_TRIGGER,fault_code:d0d5f5f3d469,1
causal_factor:d221b1523195,CAN_TRIGGER,fault_name:a25e435559c1,1
causal_factor:972b4a3e5fcc,CAN_TRIGGER,fault_name:a25e435559c1,1
causal_factor:a80a54d087da,CAN_TRIGGER,fault_name:a25e435559c1,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:a25e435559c1,1
causal_factor:381e07a0981e,CAN_TRIGGER,fault_name:a25e435559c1,1
causal_factor:52dd12eadd47,CAN_TRIGGER,fault_name:a25e435559c1,1
causal_factor:d221b1523195,CAN_TRIGGER,fault_name:8c2b9a95df1d,1
causal_factor:972b4a3e5fcc,CAN_TRIGGER,fault_name:8c2b9a95df1d,1
causal_factor:a80a54d087da,CAN_TRIGGER,fault_name:8c2b9a95df1d,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:8c2b9a95df1d,1
causal_factor:381e07a0981e,CAN_TRIGGER,fault_name:8c2b9a95df1d,1
causal_factor:52dd12eadd47,CAN_TRIGGER,fault_name:8c2b9a95df1d,1
causal_factor:d221b1523195,CAN_TRIGGER,fault_name:9b7abde57fd4,1
causal_factor:972b4a3e5fcc,CAN_TRIGGER,fault_name:9b7abde57fd4,1
causal_factor:a80a54d087da,CAN_TRIGGER,fault_name:9b7abde57fd4,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:9b7abde57fd4,1
causal_factor:381e07a0981e,CAN_TRIGGER,fault_name:9b7abde57fd4,1
causal_factor:52dd12eadd47,CAN_TRIGGER,fault_name:9b7abde57fd4,1
causal_factor:d221b1523195,CAN_TRIGGER,fault_name:56bad61dde1a,1
causal_factor:972b4a3e5fcc,CAN_TRIGGER,fault_name:56bad61dde1a,1
causal_factor:a80a54d087da,CAN_TRIGGER,fault_name:56bad61dde1a,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:56bad61dde1a,1
causal_factor:381e07a0981e,CAN_TRIGGER,fault_name:56bad61dde1a,1
causal_factor:52dd12eadd47,CAN_TRIGGER,fault_name:56bad61dde1a,1
causal_factor:d221b1523195,CAN_TRIGGER,fault_name:27aa446ed114,1
causal_factor:972b4a3e5fcc,CAN_TRIGGER,fault_name:27aa446ed114,1
causal_factor:a80a54d087da,CAN_TRIGGER,fault_name:27aa446ed114,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:27aa446ed114,1
causal_factor:381e07a0981e,CAN_TRIGGER,fault_name:27aa446ed114,1
causal_factor:52dd12eadd47,CAN_TRIGGER,fault_name:27aa446ed114,1
causal_factor:846eec81a634,CAN_TRIGGER,fault_name:d7e788ffebe8,1
causal_factor:ad1f3d9a1387,CAN_TRIGGER,fault_name:d7e788ffebe8,1
causal_factor:0601c8dbb967,CAN_TRIGGER,fault_name:d7e788ffebe8,1
causal_factor:846eec81a634,CAN_TRIGGER,fault_name:2bf5d770fa7c,1
causal_factor:ad1f3d9a1387,CAN_TRIGGER,fault_name:2bf5d770fa7c,1
causal_factor:0601c8dbb967,CAN_TRIGGER,fault_name:2bf5d770fa7c,1
causal_factor:846eec81a634,CAN_TRIGGER,fault_name:5a2fbd5f4733,1
causal_factor:ad1f3d9a1387,CAN_TRIGGER,fault_name:5a2fbd5f4733,1
causal_factor:0601c8dbb967,CAN_TRIGGER,fault_name:5a2fbd5f4733,1
causal_factor:846eec81a634,CAN_TRIGGER,fault_name:6c5afafac30a,1
causal_factor:ad1f3d9a1387,CAN_TRIGGER,fault_name:6c5afafac30a,1
causal_factor:0601c8dbb967,CAN_TRIGGER,fault_name:6c5afafac30a,1
causal_factor:846eec81a634,CAN_TRIGGER,fault_name:883c9375d898,1
causal_factor:ad1f3d9a1387,CAN_TRIGGER,fault_name:883c9375d898,1
causal_factor:0601c8dbb967,CAN_TRIGGER,fault_name:883c9375d898,1
causal_factor:846eec81a634,CAN_TRIGGER,fault_name:4ddad44cdc31,1
causal_factor:ad1f3d9a1387,CAN_TRIGGER,fault_name:4ddad44cdc31,1
causal_factor:0601c8dbb967,CAN_TRIGGER,fault_name:4ddad44cdc31,1
causal_factor:deb1e9ead071,CAN_TRIGGER,fault_name:c9c306b9befe,1
causal_factor:172ab8ebbada,CAN_TRIGGER,fault_name:c9c306b9befe,1
causal_factor:3dc3b20f7f3c,CAN_TRIGGER,fault_name:c9c306b9befe,1
causal_factor:deb1e9ead071,CAN_TRIGGER,fault_name:dc317931e656,1
causal_factor:172ab8ebbada,CAN_TRIGGER,fault_name:dc317931e656,1
causal_factor:3dc3b20f7f3c,CAN_TRIGGER,fault_name:dc317931e656,1
causal_factor:deb1e9ead071,CAN_TRIGGER,fault_name:922ca001a3d7,1
causal_factor:172ab8ebbada,CAN_TRIGGER,fault_name:922ca001a3d7,1
causal_factor:3dc3b20f7f3c,CAN_TRIGGER,fault_name:922ca001a3d7,1
causal_factor:deb1e9ead071,CAN_TRIGGER,fault_name:74edaf32037c,1
causal_factor:172ab8ebbada,CAN_TRIGGER,fault_name:74edaf32037c,1
causal_factor:3dc3b20f7f3c,CAN_TRIGGER,fault_name:74edaf32037c,1
causal_factor:deb1e9ead071,CAN_TRIGGER,fault_name:30875549f052,1
causal_factor:172ab8ebbada,CAN_TRIGGER,fault_name:30875549f052,1
causal_factor:3dc3b20f7f3c,CAN_TRIGGER,fault_name:30875549f052,1
causal_factor:deb1e9ead071,CAN_TRIGGER,fault_name:f48042a6342f,1
causal_factor:172ab8ebbada,CAN_TRIGGER,fault_name:f48042a6342f,1
causal_factor:3dc3b20f7f3c,CAN_TRIGGER,fault_name:f48042a6342f,1
causal_factor:745b2d21c356,CAN_TRIGGER,fault_name:8ff4bc482cec,1
causal_factor:8b77b120da3c,CAN_TRIGGER,fault_name:8ff4bc482cec,1
causal_factor:2e2fdb065dd0,CAN_TRIGGER,fault_name:8ff4bc482cec,1
causal_factor:e77106a0b042,CAN_TRIGGER,fault_name:8ff4bc482cec,1
causal_factor:745b2d21c356,CAN_TRIGGER,fault_name:c46f3b2f7141,1
causal_factor:8b77b120da3c,CAN_TRIGGER,fault_name:c46f3b2f7141,1
causal_factor:2e2fdb065dd0,CAN_TRIGGER,fault_name:c46f3b2f7141,1
causal_factor:e77106a0b042,CAN_TRIGGER,fault_name:c46f3b2f7141,1
causal_factor:745b2d21c356,CAN_TRIGGER,fault_name:acdaa22e482a,1
causal_factor:8b77b120da3c,CAN_TRIGGER,fault_name:acdaa22e482a,1
causal_factor:2e2fdb065dd0,CAN_TRIGGER,fault_name:acdaa22e482a,1
causal_factor:e77106a0b042,CAN_TRIGGER,fault_name:acdaa22e482a,1
causal_factor:745b2d21c356,CAN_TRIGGER,fault_name:eb2574f22101,1
causal_factor:8b77b120da3c,CAN_TRIGGER,fault_name:eb2574f22101,1
causal_factor:2e2fdb065dd0,CAN_TRIGGER,fault_name:eb2574f22101,1
causal_factor:e77106a0b042,CAN_TRIGGER,fault_name:eb2574f22101,1
causal_factor:1daae5b101e4,CAN_TRIGGER,fault_name:96a6a1be69f1,1
causal_factor:d272e054c742,CAN_TRIGGER,fault_name:96a6a1be69f1,1
causal_factor:7854bf86d13a,CAN_TRIGGER,fault_name:96a6a1be69f1,1
causal_factor:b007c51bbc96,CAN_TRIGGER,fault_name:96a6a1be69f1,1
causal_factor:c0ee7dfa124b,CAN_TRIGGER,fault_name:96a6a1be69f1,1
causal_factor:980b1650dbca,CAN_TRIGGER,fault_name:96a6a1be69f1,1
causal_factor:1daae5b101e4,CAN_TRIGGER,fault_name:ebef76d5b509,1
causal_factor:d272e054c742,CAN_TRIGGER,fault_name:ebef76d5b509,1
causal_factor:7854bf86d13a,CAN_TRIGGER,fault_name:ebef76d5b509,1
causal_factor:b007c51bbc96,CAN_TRIGGER,fault_name:ebef76d5b509,1
causal_factor:c0ee7dfa124b,CAN_TRIGGER,fault_name:ebef76d5b509,1
causal_factor:980b1650dbca,CAN_TRIGGER,fault_name:ebef76d5b509,1
causal_factor:1daae5b101e4,CAN_TRIGGER,fault_name:d9f65d44ac62,1
causal_factor:d272e054c742,CAN_TRIGGER,fault_name:d9f65d44ac62,1
causal_factor:7854bf86d13a,CAN_TRIGGER,fault_name:d9f65d44ac62,1
causal_factor:b007c51bbc96,CAN_TRIGGER,fault_name:d9f65d44ac62,1
causal_factor:c0ee7dfa124b,CAN_TRIGGER,fault_name:d9f65d44ac62,1
causal_factor:980b1650dbca,CAN_TRIGGER,fault_name:d9f65d44ac62,1
causal_factor:1daae5b101e4,CAN_TRIGGER,fault_name:e0a410bb08f4,1
causal_factor:d272e054c742,CAN_TRIGGER,fault_name:e0a410bb08f4,1
causal_factor:7854bf86d13a,CAN_TRIGGER,fault_name:e0a410bb08f4,1
causal_factor:b007c51bbc96,CAN_TRIGGER,fault_name:e0a410bb08f4,1
causal_factor:c0ee7dfa124b,CAN_TRIGGER,fault_name:e0a410bb08f4,1
causal_factor:980b1650dbca,CAN_TRIGGER,fault_name:e0a410bb08f4,1
causal_factor:1daae5b101e4,CAN_TRIGGER,fault_name:07f90fa5846c,1
causal_factor:d272e054c742,CAN_TRIGGER,fault_name:07f90fa5846c,1
causal_factor:7854bf86d13a,CAN_TRIGGER,fault_name:07f90fa5846c,1
causal_factor:b007c51bbc96,CAN_TRIGGER,fault_name:07f90fa5846c,1
causal_factor:c0ee7dfa124b,CAN_TRIGGER,fault_name:07f90fa5846c,1
causal_factor:980b1650dbca,CAN_TRIGGER,fault_name:07f90fa5846c,1
causal_factor:f3a9dca5eb47,CAN_TRIGGER,fault_name:ea5c0821ef8c,1
causal_factor:f3a9dca5eb47,CAN_TRIGGER,fault_name:1baf1fbd7cc4,1
causal_factor:f3a9dca5eb47,CAN_TRIGGER,fault_name:7721f284308b,1
causal_factor:f3a9dca5eb47,CAN_TRIGGER,fault_name:f6ea2a6cb791,1
causal_factor:f3a9dca5eb47,CAN_TRIGGER,fault_name:3688d99d8d7b,1
causal_factor:f3a9dca5eb47,CAN_TRIGGER,fault_name:f94af16cbf37,1
causal_factor:451e78493ca1,CAN_TRIGGER,fault_code:4491f8b5ecc0,1
causal_factor:6fe8c7330676,CAN_TRIGGER,fault_code:4491f8b5ecc0,1
causal_factor:c9388fdc9348,CAN_TRIGGER,fault_code:4491f8b5ecc0,1
causal_factor:c07c1dc39234,CAN_TRIGGER,fault_code:4491f8b5ecc0,1
causal_factor:df4c349fd173,CAN_TRIGGER,fault_code:4491f8b5ecc0,1
causal_factor:4f1ea6e8cee6,CAN_TRIGGER,fault_code:4491f8b5ecc0,1
causal_factor:451e78493ca1,CAN_TRIGGER,fault_name:18912fbbe55c,1
causal_factor:6fe8c7330676,CAN_TRIGGER,fault_name:18912fbbe55c,1
causal_factor:c9388fdc9348,CAN_TRIGGER,fault_name:18912fbbe55c,1
causal_factor:c07c1dc39234,CAN_TRIGGER,fault_name:18912fbbe55c,1
causal_factor:df4c349fd173,CAN_TRIGGER,fault_name:18912fbbe55c,1
causal_factor:4f1ea6e8cee6,CAN_TRIGGER,fault_name:18912fbbe55c,1
causal_factor:451e78493ca1,CAN_TRIGGER,fault_name:8102c5e612e0,1
causal_factor:6fe8c7330676,CAN_TRIGGER,fault_name:8102c5e612e0,1
causal_factor:c9388fdc9348,CAN_TRIGGER,fault_name:8102c5e612e0,1
causal_factor:c07c1dc39234,CAN_TRIGGER,fault_name:8102c5e612e0,1
causal_factor:df4c349fd173,CAN_TRIGGER,fault_name:8102c5e612e0,1
causal_factor:4f1ea6e8cee6,CAN_TRIGGER,fault_name:8102c5e612e0,1
causal_factor:451e78493ca1,CAN_TRIGGER,fault_name:0cdf3629c77c,1
causal_factor:6fe8c7330676,CAN_TRIGGER,fault_name:0cdf3629c77c,1
causal_factor:c9388fdc9348,CAN_TRIGGER,fault_name:0cdf3629c77c,1
causal_factor:c07c1dc39234,CAN_TRIGGER,fault_name:0cdf3629c77c,1
causal_factor:df4c349fd173,CAN_TRIGGER,fault_name:0cdf3629c77c,1
causal_factor:4f1ea6e8cee6,CAN_TRIGGER,fault_name:0cdf3629c77c,1
causal_factor:451e78493ca1,CAN_TRIGGER,fault_name:7712f2f3855d,1
causal_factor:6fe8c7330676,CAN_TRIGGER,fault_name:7712f2f3855d,1
causal_factor:c9388fdc9348,CAN_TRIGGER,fault_name:7712f2f3855d,1
causal_factor:c07c1dc39234,CAN_TRIGGER,fault_name:7712f2f3855d,1
causal_factor:df4c349fd173,CAN_TRIGGER,fault_name:7712f2f3855d,1
causal_factor:4f1ea6e8cee6,CAN_TRIGGER,fault_name:7712f2f3855d,1
causal_factor:451e78493ca1,CAN_TRIGGER,fault_name:4e3905c1873c,1
causal_factor:6fe8c7330676,CAN_TRIGGER,fault_name:4e3905c1873c,1
causal_factor:c9388fdc9348,CAN_TRIGGER,fault_name:4e3905c1873c,1
causal_factor:c07c1dc39234,CAN_TRIGGER,fault_name:4e3905c1873c,1
causal_factor:df4c349fd173,CAN_TRIGGER,fault_name:4e3905c1873c,1
causal_factor:4f1ea6e8cee6,CAN_TRIGGER,fault_name:4e3905c1873c,1
causal_factor:4ff62f2e0e8e,CAN_TRIGGER,fault_code:8114b9dabe64,1
causal_factor:51a7d6b6c650,CAN_TRIGGER,fault_code:8114b9dabe64,1
causal_factor:709808247c94,CAN_TRIGGER,fault_code:8114b9dabe64,1
causal_factor:dc846907d0e4,CAN_TRIGGER,fault_code:8114b9dabe64,1
causal_factor:e33299c916ad,CAN_TRIGGER,fault_code:8114b9dabe64,1
causal_factor:76ccc687e193,CAN_TRIGGER,fault_code:8114b9dabe64,1
causal_factor:4ff62f2e0e8e,CAN_TRIGGER,fault_name:9fd4c9c0aaaa,1
causal_factor:51a7d6b6c650,CAN_TRIGGER,fault_name:9fd4c9c0aaaa,1
causal_factor:709808247c94,CAN_TRIGGER,fault_name:9fd4c9c0aaaa,1
causal_factor:dc846907d0e4,CAN_TRIGGER,fault_name:9fd4c9c0aaaa,1
causal_factor:e33299c916ad,CAN_TRIGGER,fault_name:9fd4c9c0aaaa,1
causal_factor:76ccc687e193,CAN_TRIGGER,fault_name:9fd4c9c0aaaa,1
causal_factor:4ff62f2e0e8e,CAN_TRIGGER,fault_name:0c33ce2eba8a,1
causal_factor:51a7d6b6c650,CAN_TRIGGER,fault_name:0c33ce2eba8a,1
causal_factor:709808247c94,CAN_TRIGGER,fault_name:0c33ce2eba8a,1
causal_factor:dc846907d0e4,CAN_TRIGGER,fault_name:0c33ce2eba8a,1
causal_factor:e33299c916ad,CAN_TRIGGER,fault_name:0c33ce2eba8a,1
causal_factor:76ccc687e193,CAN_TRIGGER,fault_name:0c33ce2eba8a,1
causal_factor:4ff62f2e0e8e,CAN_TRIGGER,fault_name:eee320187578,1
causal_factor:51a7d6b6c650,CAN_TRIGGER,fault_name:eee320187578,1
causal_factor:709808247c94,CAN_TRIGGER,fault_name:eee320187578,1
causal_factor:dc846907d0e4,CAN_TRIGGER,fault_name:eee320187578,1
causal_factor:e33299c916ad,CAN_TRIGGER,fault_name:eee320187578,1
causal_factor:76ccc687e193,CAN_TRIGGER,fault_name:eee320187578,1
causal_factor:4ff62f2e0e8e,CAN_TRIGGER,fault_name:172e889d8d94,1
causal_factor:51a7d6b6c650,CAN_TRIGGER,fault_name:172e889d8d94,1
causal_factor:709808247c94,CAN_TRIGGER,fault_name:172e889d8d94,1
causal_factor:dc846907d0e4,CAN_TRIGGER,fault_name:172e889d8d94,1
causal_factor:e33299c916ad,CAN_TRIGGER,fault_name:172e889d8d94,1
causal_factor:76ccc687e193,CAN_TRIGGER,fault_name:172e889d8d94,1
causal_factor:4ff62f2e0e8e,CAN_TRIGGER,fault_name:186ce380096f,1
causal_factor:51a7d6b6c650,CAN_TRIGGER,fault_name:186ce380096f,1
causal_factor:709808247c94,CAN_TRIGGER,fault_name:186ce380096f,1
causal_factor:dc846907d0e4,CAN_TRIGGER,fault_name:186ce380096f,1
causal_factor:e33299c916ad,CAN_TRIGGER,fault_name:186ce380096f,1
causal_factor:76ccc687e193,CAN_TRIGGER,fault_name:186ce380096f,1
causal_factor:4870fa54c0bb,CAN_TRIGGER,fault_name:6c575bc149c0,1
causal_factor:5e0abbd16c8d,CAN_TRIGGER,fault_name:6c575bc149c0,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:6c575bc149c0,1
causal_factor:4a9b192dd700,CAN_TRIGGER,fault_name:6c575bc149c0,1
causal_factor:1d11479b7b81,CAN_TRIGGER,fault_name:6c575bc149c0,1
causal_factor:4870fa54c0bb,CAN_TRIGGER,fault_name:788d27216817,1
causal_factor:5e0abbd16c8d,CAN_TRIGGER,fault_name:788d27216817,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:788d27216817,1
causal_factor:4a9b192dd700,CAN_TRIGGER,fault_name:788d27216817,1
causal_factor:1d11479b7b81,CAN_TRIGGER,fault_name:788d27216817,1
causal_factor:4870fa54c0bb,CAN_TRIGGER,fault_name:14943f3e2577,1
causal_factor:5e0abbd16c8d,CAN_TRIGGER,fault_name:14943f3e2577,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:14943f3e2577,1
causal_factor:4a9b192dd700,CAN_TRIGGER,fault_name:14943f3e2577,1
causal_factor:1d11479b7b81,CAN_TRIGGER,fault_name:14943f3e2577,1
causal_factor:4870fa54c0bb,CAN_TRIGGER,fault_name:382adae16973,1
causal_factor:5e0abbd16c8d,CAN_TRIGGER,fault_name:382adae16973,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:382adae16973,1
causal_factor:4a9b192dd700,CAN_TRIGGER,fault_name:382adae16973,1
causal_factor:1d11479b7b81,CAN_TRIGGER,fault_name:382adae16973,1
causal_factor:4870fa54c0bb,CAN_TRIGGER,fault_name:2eaf79e75d8f,1
causal_factor:5e0abbd16c8d,CAN_TRIGGER,fault_name:2eaf79e75d8f,1
causal_factor:9c00c951b8ce,CAN_TRIGGER,fault_name:2eaf79e75d8f,1
causal_factor:4a9b192dd700,CAN_TRIGGER,fault_name:2eaf79e75d8f,1
causal_factor:1d11479b7b81,CAN_TRIGGER,fault_name:2eaf79e75d8f,1
