id,type,label,count
action:c7e053c7a45a,action,、现场获取故障时刻Buffer文件并使用风讯软件分析2)、确认故障时刻电网频率是否出现波动,3
action:b08fde6b6adb,action,、现场获取故障时刻Buffer文件并使用风讯软件分析2)、确认故障时刻电网三相电流是否出现不平衡现象,1
action:d62c24b89add,action,、现场获取故障时刻Buffer文件并使用风讯软件分析2)、确认故障时刻电网三相电压是否出现不平衡现象,1
action:e040e7994e26,action,、现场获取故障时刻Buffer文件并使用风讯软件分析2)、确认故障时刻电网瞬时有功功率是否出现超发,1
action:135fb6221cb8,action,、现场获取故障时刻Buffer文件并使用风讯软件分析2)、确认故障时刻电网相电流是否出现波动,3
action:81831c12e2c4,action,、现场获取故障时刻Buffer文件并使用风讯软件分析2)、若采集设备状态正常，确认故障时刻电网电压是否出现波动,2
action:0b7ec64d97db,action,、现场获取故障时刻Buffer文件并使用风讯软件分析2)、若采集设备状态正常，确认故障时刻电网线电压是否出现波动,4
action:68a2dde1dbd3,action,、现场获取故障时刻Buffer文件并使用风讯软件分析2)、若采集设备状态正常，确认故障时刻电网相电压是否出现波动,3
action:ea558eb16754,action,、一旦报电流不平很故障，人为确认CM0985采集的上网数据和变流器采集的发电数据波形对比，判别是否为真实故障，如果波形一致，判定风机网侧发生三相不平很,1
action:573f63e9f7a7,action,:1. IPC是否正常运行 2.算法设置故障参数是否合理，3.如果重复发生，则联系电气风电技术支持,1
action:322fc7f972de,action,：KEB 系统相对稳定可靠，很少出现底层的故障，主要有几下几种，需要检查驱动器故障码来判定,6
action:54b83338fdc3,action,． 检查发电机润滑泵分配器是否堵塞且堵塞报警累计时间大于设定值,1
action:b3efd8bef18f,action,.测量 A2.4- DI07 口是否有 24V 输入，有则模块或者通道损坏，更换之,1
action:c52a2aa838a5,action,．查看事件记录若为停机过程中带出，查看主控程序版本号，若不是最新需更新至最新版本程序,1
action:c08015bd6907,action,．调试界面查看有无桨叶位置值或桨叶位置有无跳变，确认是否为旋转编码器变损坏，是的话考虑更换编码器或电机,3
action:2e1901b0be4a,action,．调试界面点击进入调试模式，点击进入速度控制，听有无抱闸声，测量X1B的B+和B-有无电压输出，如果刹车线缆完好有输出但刹车不动作需要更换电机,3
action:afc2094c066e,action,．断路器断开：仔细检查回路是否有接地的地方,3
action:d692701a8dbe,action,．观察驱动器LED1指示灯亮为CANopen通信正常，以2.5Hz闪烁为Can通信处于预运行状态，不亮为PLC程序停止或不可用，或CAN通信接口连接不正常,1
action:56ae10d7c0eb,action,．检测变桨电机上的重载插头是否存在完好，若松动进行紧固，若损坏进行更换（人员进行校零时易发生踩踏损坏现象）,3
action:d1f8276a2124,action,．检测变桨电机上的重载插头是否存在完好，若损坏进行更换（人员进行校零时易发生踩踏损坏现象）,3
action:6f1f3ec62bb8,action,．检查 DI232 模块是否正常，否则更换 DI232,1
action:bfe7b69cba9f,action,．检查 PTAI216 模块是否正常，若此模块上输入点都有信号输入，但无输出信号，则更换 PTAI216,1
action:17bd3bfbe5aa,action,.检查22-1Q3 开关触点是否损坏,1
action:484e8300d236,action,．检查91°限位开关是否工作正常，对应线路接线是否正确,2
action:8a11ae441738,action,．检查95°限位开关是否工作正常，对应线路接线是否正确,3
action:9167f5487c14,action,．检查编码器线缆是否存在踩踏现象，更换编码器线缆确认编码器线缆是否损坏（插拔编码器线缆必须使驱动器彻底断电，需要电容完全放电）,3
action:d23d9d503e8f,action,．检查变桨电源电压是否超过AC480V,3
action:d900edf7666a,action,．检查测量13C1的+与13C6的-电压值是否小于415V，如果不正常，依次检查各个模组两端的电压，将有问题电容模组换掉,3
action:c04cdae11599,action,．检查测量充电保险8F6、隔离开关13Q1是否正常，若异常进行故障件的检修,1
action:de91916833bf,action,．检查测量驱动器X1B的B+和B-之间接线是否存在松动，若松动进行紧固，若驱动器X1B的B+与B-之间无输出，则考虑更换驱动器,3
action:9e685b5eb3ca,action,．检查测量驱动器X1B的B+和B-之间接线是否存在松动掉落导致短路，若有则进行处理，查看线束是否存在破损导致短路的现象，若有进行相应处理,3
action:dffc7816a5a2,action,．检查测量驱动器X1B的BT+、BT-之间是否有450VDC输出，若无输出则更换驱动器,1
action:b92b59222445,action,．检查测试附属继电器10K1、10K5是否损坏,3
action:cb84b749c186,action,．检查超级电容模块是否正常，有无坏损电容，有的话及时更换,3
action:a2e9ff6db379,action,．检查超级电容线路连接是否正常，重点检查测量充电保险8F6、隔离开关13Q1是否正常，若异常进行故障件的检修,2
action:80c379773c8c,action,．检查齿轮箱分配器压力低停机主控参数设置是否满足触发和复位条件,1
action:6628c81bf7f3,action,．检查齿轮箱过滤器入口压力传感器故障报警主控参数设置是否满足触发和复位条件,1
action:f00913161f8b,action,．检查齿轮箱内是否缺少润滑油，同时检查齿轮箱是否有渗油、漏油点，如果是，对漏油点进行处理完成后添加相应型号的润滑油，手动复位后，检查状态码1305 是否继续存在,1
action:03f68de467d9,action,．检查齿轮箱润滑泵保护开关状态，是否跳闸,1
action:689033db30d9,action,．检查齿轮箱润滑油位开关反馈对应的测量通道DI232-A2.3- DI13 是否完好4.检查DI232 模块是否正常，否则更换 DI232,1
action:e050fde8f32e,action,．检查齿轮箱油泵低速接触器状态，是否断开,1
action:eb7402a6fc61,action,．检查齿轮箱油泵电机加热带保护开关状态，是否跳闸,1
action:ffed704808be,action,．检查齿轮箱油泵高速接触器反馈对应的测量通道DI232-A2.3-DI24 是否完好4. 检查 DI232 模块是否正常，否则更换 DI232,1
action:81ffc642ae19,action,．检查齿轮箱油泵高速接触器状态，是否断开,1
action:3cbe6fc37eec,action,．检查齿轮箱油温度高停机主控参数设置是否满足触发条件,1
action:771780b069b4,action,.检查触点至模块 A2.4-DI07 口接线是否错接或者断开,1
action:15a123357680,action,．检查电机编码器是否连接可靠，更换编码器线缆确认编码器线缆是否损坏（插拔编码器线缆必须使驱动器彻底断电，需要电容完全放电）,3
action:5f70d9c7e974,action,．检查电机编码器是否连接可靠（驱动器的X3A接头及插头、与电机链接的重载插头是否松动、线缆固定处扎带是否断裂）,3
action:fe5ffda4ddaa,action,.检查端口O型圈损伤或安装问题，安装不当会导致其无法隔离端口与侧边取压口之间差压，可能会造成压差报警故障,4
action:df1e03c9ffae,action,．检查发电机电刷安装是否正常、有无磨损、掉落等，有必要，则进行电刷维护或者更换,1
action:6f115ff92278,action,．检查发电机非驱动端电刷磨损反馈回路是否有+24V，电线是否有错接、松动等现象，反馈信号是否成功输入给DI232-A2.3- 22（DI22）,1
action:b8f93472349c,action,．检查发电机风扇 PTC 开关反馈回路：检查回路是否有+24V，电线是否有错接、松动等现象，反馈信号是否成功输入给主控模块相应测量通道,1
action:83ed53d9de4c,action,．检查发电机风扇 PTC 开关和其反馈对应的测量通道DI0280-A2.2-21（DI5），是否完好,1
action:27d085df75cd,action,．检查发电机风扇保护开关状态，是否跳闸,1
action:9224ced1adf8,action,．检查发电机风扇是否正常，如温度是否过高等,1
action:2000d9ed2fbf,action,．检查发电机驱动端电刷磨损反馈回路.检查回路是否有+24V，电线是否有错接、松动等现象，反馈信号是否成功输入给 DI232-A2.3-17（DI17）,1
action:4f3aa44b277f,action,．检查发电机润滑泵分配器堵塞反馈对应的测量通道DI232-A2.3-31（DI31）是否完好,2
action:3f1f86275ee2,action,．检查发电机润滑泵分配器是否堵塞且堵塞报警累计时间大于设定值,1
action:6a863e9d2d51,action,．检查发电机润滑泵是否缺脂,1
action:8e03d846aad7,action,．检查辅助触点或反馈线路是否有问题，如果损坏更换辅助触点,3
action:95be3d5e074c,action,．检查高、低速齿轮箱风扇保护开关状态，是否跳闸,1
action:1938c988eb60,action,．检查各个电容模组连接是否正常，若松动进行紧固,2
action:cac72a083f52,action,．检查过速参数设定值是否正确,1
action:fd3110688c34,action,．检查环境温度是否<-30℃,2
action:a2243a87cbae,action,．检查环境温度是否大于 40℃,1
action:4ae7fd7bf39f,action,．检查环境温度是否大于40℃,1
action:11139bd9aaa2,action,．检查机舱感温探测器及其线路,1
action:747a8075ac28,action,．检查轮毂内有没有能触发91°限位动作的异物存在，及时清除,2
action:62eb0666926d,action,．检查轮毂内有没有能触发95°限位动作的异物存在，及时清除,3
action:306b3fb87b7b,action,．检查模块 PTAI216 是否正常，否则更换 PTAI216,1
action:6358574736a0,action,．检查驱动器背面散热板有无明显过热变形,3
action:316b6609099b,action,．检查驱动器的 X1B 的 B+，B-接线是否正常,1
action:827ab8d004b1,action,．检查驱动器的 X1B 的T1，T2 接线是否正常,1
action:a2075b49461d,action,．检查驱动器的-X2A的11和12阻值是否在正常范围内，不是的话更换该pt100,2
action:3a9aab2cea4b,action,．检查驱动器的X1B的B+，B-接线是否正常,2
action:b50d8e1124f5,action,．检查驱动器的X1B的T1，T2接线是否正常,2
action:5797ca1af409,action,．检查驱动器内部风扇扇叶是否损坏、是否存在异物卡滞,3
action:b3b8b8488123,action,．检查驱动器内部风扇是否工作正常,3
action:783700ed1dcc,action,．检查驱动器外部风扇扇叶是否损坏、是否存在异物卡滞（此故障多发生在前期，查看是否因人员操作不当导致损坏或异物卡滞，吊装及调试做好防护）,3
action:17246f3006d5,action,．检查驱动器外风扇能否正常工作,3
action:06b0a3a9fb5a,action,．检查驱动器X1B的BT+、BT-接线是否可靠，若松动进行紧固接线,1
action:d7110f6071d6,action,．检查是否因变桨齿轮箱、电机制动器等机械原因造成的堵转故障,6
action:2ba95374ae56,action,．检查维护销子是否锁住,1
action:38dba011b8ec,action,．检查现场情况，机舱内是否有火灾发生,1
action:43036b624005,action,．检查液压站管路是否有堵塞现象，相关阀或器件工作是否正常，排查问题并手动复位后，检查状态码3003 是否继续存在,1
action:f2d617c7470a,action,．检查液压站内是否缺少液压油,1
action:d972768f285f,action,．检查振动传感器对应的测量通道 CM202-A2.9-2/3/7是否完好,1
action:56baafac6fa6,action,．检查振动传感器所在线路1）检查供电回路：24L+8F6→26-X2（5.1，6.1）→PCH振动传感器（10，12）,1
action:4d56eca9a7d0,action,．检查制动电阻是否损坏,3
action:d5ae437337c9,action,．检查撞铁是否移位造成限位触发，是的话调整撞铁位置,2
action:ef23872b6731,action,．检查COM202模块（A2.9）是否正常，若功能异常则及时更换,1
action:ebb341433a38,action,．检查DI232 模块是否正常，否则更换 DI232,1
action:cedc56b47b1f,action,．检查DI232 模块是否正常，否则更换DI232,1
action:f5e7d97b8869,action,．检查X1B的输出U/V/W三相是否有400V输出，若无输出则考虑更换驱动器,1
action:b10579fcf341,action,．检检查齿轮箱过滤器压差与齿轮箱分配器出口压力、齿轮箱油温分别对应的测量通道 DI232-A2.3-DI14，PTAI216-A2.5-AI7/8是否完好,1
action:0e615f3a6257,action,．进入调试界面测试风扇工作是否正常，柜内风扇为模块化易更换，若损坏及时更换,3
action:24d6756ed6c3,action,．进入调试界面测试风扇工作是否正常，柜外风扇为模块化易更换，若损坏及时更换,3
action:5d020a1a1142,action,．进入调试界面查看有无桨叶位置值或桨叶位置有无跳变，确认是否为旋转编码器异常，若异常考虑更换编码器或电机,4
action:582c5ba03de7,action,．驱动器内部故障，触发此故障建议更换驱动器，返回厂家分析,3
action:db51b9f652a6,action,.确认是单台风机故障还是批量风机同时报出，如果是批量故障报出则基本可以判断为电网真实频率异常引起的，同时联系升压站业主获取馈线电压波形及频率数据进行分析判断,1
action:eb0d12454d54,action,．确认线缆无问题后，请查看调试界面查看有无桨叶位置值或桨叶位置有无跳变，并更换驱动器确认驱动器接线端口是否损坏,3
action:71f7b22218fb,action,．如果齿轮箱分配器压力低停机主控参数设置满足触发和复位条件，或者执行步骤1后，3010 继续存在，则检查齿轮箱分配器压力传感器及其对应的测量回路,1
action:600cc5e77274,action,．如果齿轮箱内不缺少润滑油，或者执行步骤1 手动复位后，1305 继续存在，则检查齿轮箱润滑油位测量回路及油位开关,1
action:11557e4186ab,action,．如果齿轮箱油泵低速接触器没有断开，则检查其反馈回路24L+-X:6X2→21-1KM7（14，13）→DI232-A2.3-DI6,1
action:e28bd2683e78,action,．如果齿轮箱油泵高速接触器没有断开，则检查其反馈回路,1
action:d2e2ed0d0a0d,action,．如果发电机润滑泵不缺脂，则观察人机界面是否有脉冲,1
action:9fd73ec66170,action,．如果阻值正常，检查有无异常电容，有则更换电容,2
action:5a90c2e75f17,action,．若变桨柜温度真实大于60度，操作步骤如下：1）检查PT100位置是否技改，若未技改则进行PT100技改,2
action:a7d54949c17a,action,．若上述步骤无异常，调试界面点击进入调试模式，点击进入速度控制，听有无抱闸声，若刹车不动作则需要更换电机,3
action:578cc68a0ac1,action,．若上述步骤无异常，调试界面点击进入调试模式，点击进入速度控制，听有无抱闸声，若刹车损坏则需要更换电机,3
action:cfb76f0cadc0,action,．刹车工作正常的话，检查是否因变桨齿轮箱、电机制动器等机械原因造成的堵转故障,1
action:1900b2826c92,action,．手动开桨，测量驱动器X1B的B+，B-输出是否正常，若无24V输出则考虑更换驱动器,1
action:cefb05212d28,action,．万用表测量电机三相进线接线是否正常，不正常重新连接好,3
action:474a0e21837c,action,．万用表检查驱动器的X1B的B+和B-之间接线是否完好,3
action:a79ca4a2ea3a,action,．万用表检查所有DO是否有对24V负极或者PE短路的地方,3
action:a0ece92686a9,action,．万用表检查主电源线路,2
action:b3b388b2f8ed,action,．维护销子锁住反馈信号对应的测量通道是否完好,1
action:286169ade657,action,．在人机界面中查看发电机非驱动端轴承温度是否>90℃，如果不是，则检查主控参数：2037 触发和复位条件设定值,1
action:6f5471f7cd73,action,．在人机界面中查看发电机非驱动端轴承温度是否>90℃，如果不是，则检查主控参数：2038 触发和复位条件设定值,1
action:73044aee88ab,action,．在人机界面中查看发电机非驱动端轴承温度是否>95℃，如果不是，则检查主控参数：2038 触发和复位条件设定值,1
action:597e696fbcb8,action,．在人机界面中查看发电机驱动端轴承温度是否>95℃，如果不是，则检查主控参数：2035 触发和复位条件设定值,1
action:6716e600e795,action,．在人机界面中查看发电机驱动端轴承温度是否>95℃，如果不是，则检查主控参数：2036 触发和复位条件设定值,1
action:dd3571a1ca34,action,．仔细检查主控到变桨的线路是否有问题,3
action:133627909da4,action,( 1 )需检查与主控制器的CAN通信线是否松动或断路，检查CANH与CANL是否接反,1
action:ae6f82c70b3c,action,(1)测量开关电源输出电压是否正常,1
action:6f406fb7d16c,action,(1)断电检查发电机散热风扇控制回路与主回路电线是否有错接、虚接、破损等现象,1
action:77844b58b873,action,（1）断电检查发电机散热风扇控制回路与主回路电线是否有错接、虚接、破损等现象,3
action:db321b2e9d43,action,(1)检查变流器内部器件有无明显损坏，断开损坏器件的供电线路供电空开,1
action:0d3ee859bca0,action,(1)检查内部合闸线圈是否损坏,1
action:03f7fb914517,action,(1)检查网侧电流采样回路是否连接可靠,1
action:aa3742e09a3a,action,(1)使用万用表确定chooper模块管压降是否正常(解决措施:更换新的Chopper模块)(2)观测chopper组件中PCB板是否损坏,2
action:078ff3331c1a,action,(1)需检查与风扇的RS485通信线是否松动或断路，检查A与B是否接反,1
action:7713fbc755a7,action,（2）变桨反馈状态：若变桨内部发生故障，EFC 反馈信号断开也可导致安全链继电器 2 的断开，请检查变桨内部是否发生故障，排除变桨故障后再进行硬件安全链的检查,1
action:8de2cc380a6f,action,(2)变流器计量检测功率是否正常，更换相应计量板,1
action:958ecc67d638,action,(2)检查发电机自动注油器是否缺少润滑油脂，如果缺少，则添加相应型号的润滑油脂,1
action:439e0f520b73,action,（2）检查发电机自动注油器是否缺少润滑油脂，如果缺少，则添加相应型号的润滑油脂,3
action:074dd55902b4,action,(2)检查内部合闸机构是否损坏,1
action:a4ae1889844f,action,（2）检查网侧功率模块驱动板与 IGBT 之间的驱动线是否松动——插紧驱动线,2
action:83bd7be88cf2,action,(2)检查主控系统安全链线路是否松动,2
action:024050e67806,action,(2)通信控制器与相应控制板等之间的CAN通信故障，需检查CAN通信线是否松动或断路，检查CANH与CANL是否接反等,1
action:32f534f4b7f5,action,（2）压力表读数和人机界面读数不一致，则需要检查压力传感器回路,1
action:8f0d71edf09a,action,(2)用万用表测量网侧电抗器/模组的对地阻值是否正常,1
action:2bcfa42f10c3,action,（3）检查驱动板外观，看是否有毁坏的痕迹，确认驱动板是否损坏——更换驱动板,2
action:444bfeed04db,action,(3)检查ARM板DI20口线是否松动,2
action:1b26fd5cc0e7,action,（4）检查 IGBT 模块是否损坏——更换损坏的 IGBT 模块,2
action:9a17ff94079f,action,(更换互锁光纤仍不能排除故障，更换机侧DSP板),1
action:1f7b4c4686c3,action,(更换互锁光纤仍不能排除故障，更换网侧DSP板),1
action:fc3ae654c518,action,(检查电滑环内部滑针和滑轨接触是否良好，P插头内部是否虚接,1
action:7f891c4ad1ac,action,(检查时需断开690V电源),2
action:7c2d192b68ac,action,(接近开关的问题较多)检查接近开关回路,1
action:8593357a5422,action,(解决措施:电网频率过低，系统应保护停机)2、检查软件参数设定值，确认保护参数设定值是否合适,2
action:f4fba0e6ca07,action,(解决措施:电网频率过高，系统应保护停机)2、检查软件参数设定值，确认保护参数设定值是否合适,2
action:c0b40ca8e28c,action,(解决措施:更改正确的接线)2、检查A2板接线是否正确,1
action:78fe90040688,action,(解决措施:更改正确接线)2、确认并网接触器是否出现故障,2
action:442b6df9a4d3,action,(解决措施:更换并网接触器)(2)检查定子接触器返回触点是否正常,1
action:be2c849caf37,action,(解决措施:更换电源)3、检查变流器内部CAN通信是否正常，接线是否可靠,2
action:a55401d9fd19,action,(解决措施:更换对应的DSP控制板,1
action:19a572d7c3b8,action,(解决措施:更换对应的DSP控制板),1
action:7de2f0f9ac80,action,(解决措施:更换风扇供电开关),1
action:70ac0540e9a6,action,(解决措施:更换辅助变压器),1
action:5d0a44a62a64,action,(解决措施:更换辅助触点)(3)检查定子接触器线包供电是否异常,1
action:bdca22126fd4,action,(解决措施:更换机侧电抗器),1
action:5ad001fdc769,action,(解决措施:更换机侧相应模组),1
action:1bd18948d3de,action,(解决措施:更换机侧IGBT模组)5、故障无法排查,1
action:70cda9e22cff,action,(解决措施:更换急停开关),1
action:a2dc0a8fbdde,action,(解决措施:更换继电器板A9)4、确认直流母线充电电阻是否损坏,1
action:2280bd96b10a,action,(解决措施:更换检测板)(3)直流采样线路的采样线有无破损，对地短路,2
action:adc6f85c03ed,action,(解决措施:更换接触器)3、确认继电器板A9是否损坏,1
action:4413b63f0b50,action,(解决措施:更换接触器包)2、检查并网接触器控制电源继电器与主控板,1
action:db1bba29ddb7,action,(解决措施:更换控制板)4、检查对应的机侧IGBT模组是否故障,1
action:fffedfa6a26a,action,(解决措施:更换控制板A1),5
action:1ed90c2ff744,action,(解决措施:更换控制板A1或对应的传感器),1
action:ce7504e690a8,action,(解决措施:更换控制板A1或对应的电流传感器,1
action:af2b6da4401f,action,(解决措施:更换控制板A1或对应的电流传感器),2
action:6e294ed2f11b,action,(解决措施:更换控制板A2),10
action:2a4a79ca3d08,action,(解决措施:更换控制板A2或对应的传感器),1
action:796be2a5d378,action,(解决措施:更换模块风扇电源)3、检查模块风扇到Q17断路器的接线是否可靠,1
action:ba1aa4a3da77,action,(解决措施:更换模块风扇电源)3、检查模块风扇到Q17断路器的接线是否可靠的,1
action:2e4540ba12c4,action,(解决措施:更换散热风扇)3、确认辅助变压器温度节点是否损坏,1
action:98b8ad7584d0,action,(解决措施:更换散热风扇)3、确认机侧电抗器温度节点是否损坏,1
action:d0cb34e3b0b1,action,(解决措施:更换散热风扇)3、确认网侧电抗器温度节点是否损坏,1
action:0c9869cea074,action,(解决措施:更换损坏的滤波电容)2、确认是否为实际电网电压谐波超标导致(解决措施:保存故障数据，返回公司),1
action:fd9e68bdac1d,action,(解决措施:更换网侧电抗器),1
action:1e75f41f0c80,action,(解决措施:更换网侧模组风扇)3、确认机侧相应模组是否出现故障,1
action:acf7bf8f7e2a,action,(解决措施:更换网侧模组风扇)3、确认网侧相应模组是否出现故障,1
action:85271044957c,action,(解决措施:更换网侧相应模组),1
action:dd6b1377ac66,action,(解决措施:更换网侧IGBT模组)(2)检查网侧电抗器相间阻值是否异常,1
action:6ba4e9b6324c,action,(解决措施:更换温度检测传感器),2
action:d2827c8db1be,action,(解决措施:更换温度检测传感器)4、查看故障时刻的撬棒电阻环境温度数值，是否出现持续导通情况,1
action:95dc427a9967,action,(解决措施:更换线缆),2
action:13ff1f18fc27,action,(解决措施:更换相应的接触器),1
action:ba6d390f6653,action,(解决措施:更换相应的控制器件),2
action:7869cb67c36c,action,(解决措施:更换新的Chopper组件),1
action:9f9378bc0e9f,action,(解决措施:更换新的PCB板)2、参考直流电压过压的处理步骤,2
action:77e57da6b4d4,action,(解决措施:更换新网侧主控板)3、检查主接触器控制电源继电器A8是否损坏,1
action:d8bf05199d7f,action,(解决措施:更换A1板),2
action:5b76f4135291,action,(解决措施:更换A1控制板),4
action:96f5ce406bad,action,(解决措施:更换A2板),1
action:a194bf381780,action,(解决措施:更换A2板或更换电机编码器),2
action:875e6c6ec1e0,action,(解决措施:更换A3板)3、确认温度检测传感器是否出现故障,1
action:b4515fa633e9,action,(解决措施:更换A8继电器),1
action:64be2a328e18,action,(解决措施:更换A9继电器板),1
action:fa3c322f493f,action,(解决措施:更换A板)3、确认温度检测传感器是否出现故障,1
action:708c85e149ea,action,(解决措施:更换Chopper组件),3
action:8da22f06ee40,action,(解决措施:紧固电机编码器)2、故障无法排除,1
action:bc8e32d8e20a,action,(解决措施:紧固接线,1
action:86834124b7b5,action,(解决措施:紧固接线),2
action:bfc5c7fda69c,action,(解决措施:紧固接线) 3、检查电流采样回路是否正常,1
action:09a9df876c4b,action,(解决措施:紧固接线)(1)检查变流器对外端子接线端口接线是否松动,2
action:0bc26b711213,action,(解决措施:紧固接线)2、故障无法排除,2
action:d6433092eddf,action,(解决措施:紧固接线)2、检查编码器电缆屏蔽层接地是否可靠,2
action:78c1575007b7,action,(解决措施:紧固接线)2、检查机侧控制板A2接线是否可靠,1
action:afb8adc61353,action,(解决措施:紧固接线)2、确认机侧模组风扇是否出现故障,1
action:05a43d018c66,action,(解决措施:紧固接线)2、确认散热风扇工作是否异常,3
action:bd21e0068b9e,action,(解决措施:紧固接线)2、确认是否为实际柜内温度过高，散热风扇是否出现故障,1
action:99bec8eb42d1,action,(解决措施:紧固接线)2、确认网侧模组风扇是否出现故障,1
action:d23bc33f844d,action,(解决措施:紧固接线)2、确认温度检测板是否出现故障,2
action:f7dddf4d1131,action,(解决措施:紧固接线)3、故障无法排除,17
action:bf1498c29f22,action,(解决措施:紧固接线)3、检查编码器电缆屏蔽层接地是否可靠,2
action:aa25a2dc5333,action,(解决措施:紧固接线)3、检查并网接触器控制电源接触器A8和A9是否损坏,2
action:224e59a27b19,action,(解决措施:紧固接线)3、检查电流采样回路是否正常,2
action:b1585d1d2829,action,(解决措施:紧固接线)3、检查接触器控制电源继电器A9是否损坏,1
action:08ef6c441277,action,(解决措施:紧固接线)3、检查滤波电容接触器控制电源继电器A9是否损坏,1
action:b3128820e47b,action,(解决措施:紧固接线)3、检查主断路器复位按钮是否弹出,1
action:098b3d2be539,action,(解决措施:紧固接线)3、检查主接触器/框架断路器控制电源继电器A8是否损坏,2
action:525786f749a5,action,(解决措施:紧固接线)3、检查主接触器控制电源继电器板A8是否损坏,1
action:ffd532a9a96e,action,(解决措施:紧固接线)3、确定风扇供电开关Q19是否出现故障,1
action:d0f871a77cbf,action,(解决措施:紧固接线)3、确认急停开关是否出现故障,1
action:2996b6094bd8,action,(解决措施:紧固接线)3、无法排除故障,1
action:163911465b22,action,(解决措施:紧固接线)4、故障无法排除,6
action:5eb17c260007,action,(解决措施:紧固接线)4、检查对应检测板是否故障,2
action:c5510d7da332,action,(解决措施:紧固接线)4、无法排除故障,2
action:3126d629eef5,action,(解决措施:紧固接线)4.风扇是否通信数据是否正常，重新接RS485或重新配置风扇,2
action:ec0b528ab992,action,(解决措施:紧固线路)(2)24VDC供电电源是否正常,2
action:62d8683d49bc,action,(解决措施:排查接线)2、确认直流母线充电接触器是否损坏,1
action:39d0386e63d0,action,(解决措施:排查接线)3、检查并网接触器控制电源接触器A8和A9是否损坏,1
action:786f398e7e4e,action,(解决措施:排查接线)3、检查滤波电容接触器控制电源继电器A9是否损坏,1
action:ff646f1ee4b7,action,(解决措施:屏蔽层从新接地)4、检查编码器安装是否可靠,2
action:e712ffd92f53,action,(解决措施:维修或更换并网接触器),3
action:a3c99aaa4ba3,action,(解决措施:维修或更换接触器)2、检查接触器的控制电源接线/状态节点接线是否可靠,1
action:c9c5e02b8da3,action,(解决措施:维修或更换滤波电容接触器),1
action:94adc0de616d,action,(解决措施:维修或更换主接触器),2
action:605581fa06a7,action,(解决措施:维修或更换主接触器/框架断路器),2
action:cd35b58af70a,action,(解决措施:维修或更换MCB),1
action:674f47124987,action,(解决措施:修复或更换并网接触器)3、确认并网接触器控制电路器件是否出现故障,2
action:b569111a17a6,action,（可单引24V电源试验）2.检查传感CAN - H，CAN - L的线路到COM202上的线路是否正常,1
action:fdc23d6f6c00,action,(排查散热风扇故障)3、确认温度检测传感器是否出现故障,1
action:069ef4a08dc8,action,(是否操作过远程复位?),1
action:b0476c3a2653,action,(一般由于压力传感器接线盒内部进水或进油腐蚀线路，导致压力检测异常)2. 检查电动泵电气回路，电动泵是否已损坏,1
action:b4688fa9ce8b,action,）2.检查传感CAN - H，CAN - L的线路到COM202上的线路是否正常,1
action:00af13c64432,action,)2.检查传感CAN-H，CAN-L的线路到COM202上的线路是否正常,1
action:397c1c0db9ac,action,)检查传感CAN-H，CAN-L的线路到COM202上的线路是否正常,1
action:13ab56210a32,action,)检修指导信息1.检查电机抱闸是否可正常松开:抱闸得电，电机不得电情况，抱闸风扇是否可正常盘动2.5-5圈,1
action:8e6755bd08c9,action,1.当时控制柜内温度舱外温度监测回路故机舱停机温度上限,1
