故障代码,描述,触发延时,刹车等级,偏航等级,复位模式,故障逻辑,检查
SC02_05_009,齿轮箱油压超出最小限值,30s,51,0,M,"齿轮油泵处于运行状态,滤网或齿轮箱入口油压1分钟平均值低于最小限值。","检查油泵电机是否真实工作如果油泵电机运行,检查油泵电机联轴器是否磨损失效。"
SC02_05_010,齿轮箱油压故障重复出现,0s,51,0,M,齿轮箱油压超最大或最小限制的故障重复出现,"参照SC02_05_008, SC02_05_009"
SC02_05_015,齿轮箱油池温度高于过高设定值,T#1m,0,0,A,齿轮箱油箱1分钟平均温度高于设定值68度,"1.检查冷却风扇是否工作正常,散热片是否聚积较多灰尘2.检查测温模块及传感器接线是否松动3.检查温控阀是否正常工作"
SC02_05_016,齿轮箱油池温度低于过低设定值,T#1m,0,0,A,齿轮箱油箱10分钟平均温度低于设定值0度,1.检查齿轮箱油温是否真实低于0度2.检查齿轮箱油池加热器是否正常工作3.检查油温传感器及其接线
SC02_05_017,齿轮箱油池温度高于上限值,T#1m,51,0,A,齿轮箱油箱1分钟平均温度高于最高值(70)或齿轮箱油温10分钟平均温度超过高温值(68)达30分钟以上。,"1.检查冷却风扇是否工作正常,散热片是否聚积较多灰尘2.检查测温模块及传感器接线是否松动3.检查温控阀是否正常工作"
SC02_05_018,齿轮箱油箱温度超出最低限值,T#1m,50,0,A,齿轮箱油箱10分钟平均温度高于最低限值(-5℃)。,1.检查齿轮箱油温是否真实低于-5度2.检查齿轮箱油池加热器是否正常工作3.检查油温传感器及其接线
SC02_05_021,齿轮箱入口油温高于上限值,T#1m,51,0,A,齿轮箱入口10分钟平均油温超出最高限值或超过设定值达30分钟,"1.检查冷却风扇是否工作正常,散热片是否聚积较多灰尘2.检查测温模块及传感器接线是否松动3.检查温控阀是否正常工作"
SC02_05_022,齿轮箱入口油温低于下限值,T#1m,50,0,A,齿轮箱入口10分钟平均油温低于最低限值5度,1.检查齿轮箱入口油温是否真实低于5度2.检查齿轮箱油池加热器是否正常工作3.检查油温传感器及其接线
SC02_05_027,齿轮箱油池温度高于过高设定值或低于过低设定值故障重复出现,T#1m,51,0,M,齿轮箱油箱温度过高过低故障重复出现,"参照SC02_05_015, SC02_05_016"
SC02_05_028,齿轮箱驱动端轴承温度高于过高设定值,T#1m,0,0,A,齿轮箱驱动端轴承1分钟温度过高(90℃),"1.检查轴承温度是否真实高于90度2.检查冷却风扇是否工作正常,散热片是否聚积较多灰尘3.检查轴承润滑管道是否正常4.检查测温模块及传感器接线是否松动5.检查齿轮箱油路是否顺畅"
SC02_05_029,齿轮箱驱动端轴承温度过低,T#1m,0,0,A,齿轮箱驱动端轴承10分钟平均温度低于设定值(-40℃),1.检查轴承温度是否低于-40度2.检查齿轮箱油池加热器是否正常工作3.检查传感器及其接线
SC02_05_030,齿轮箱驱动端轴承温度高于上限值,T#1m,51,0,A,齿轮箱驱动端轴承温度超出上限值(95℃),参照 SC02_05_028
SC02_05_031,齿轮箱驱动端轴承温度超出下限值,T#1m,50,0,A,齿轮箱驱动端轴承温度超出下限值(-40℃),参照 SC02_05_029
SC02_05_032,齿轮箱驱动端轴承温度过高或过低故障重复出现,T#1m,51,0,M,齿轮箱驱动端轴承温度过高或过低的故障重复出现。,参照 SC02_05_028、SC02_05_029
SC02_05_033,齿轮箱非驱动端轴承温度过高,T#1m,0,0,A,齿轮箱非驱动端轴承温度高于设定值(90℃),"1.检查轴承温度是否真实高于90度2.检查冷却风扇是否工作正常,散热片是否聚积较多灰尘3.检查轴承润滑管道是否正常4.检查测温模块及传感器接线是否松动5.检查齿轮箱油路是否顺畅"
SC02_05_034,齿轮箱非驱动端轴承温度过低,T#1m,0,0,A,齿轮箱非驱动端轴承温度低于设定值(-40℃),1.检查轴承温度是否低于-40度2.检查齿轮箱油池加热器是否正常工作3.检查传感器及其接线
SC02_05_035,齿轮箱非驱动端轴承温度超出上限值,T#1m,51,0,M,齿轮箱非驱动端轴承温度超出上限值(95℃),参照SC02_05_033
SC02_05_036,齿轮箱非驱动端轴承温度超出下限值,T#1m,50,0,A,齿轮箱非驱动端轴承温度超出下限值(-40℃),参照SC02_05_034
SC02_05_037,齿轮箱非驱动端轴承温度过高或过低故障重复出现,T#1m,51,0,M,齿轮箱非驱动端轴承温度过高或过低故障重复出现,"参照SC02_05_033, SC02_05_034"
SC02_07_002,机械刹车摩擦片磨损警告,1s,0,0,A,163DI1的4通道信号为0,"1.检查摩擦片厚度是否正常2.检查磨损传感器是否有24V供电,无24V输出至模块"
SC02_07_003,机械刹车摩擦片磨损故障,1s,51,0,A,163DI1的5通道信号为0,"1.检查摩擦片厚度是否正常2.检查磨损传感器是否有24V供电,无24V输出至模块"
SC02_07_005,机械刹车释放失灵,1s,51,0,M,"风机不处于自检1、自检2和自检3,收到机械刹车释放信号,但释放失灵(163DI1的1通道信号为0)。","1.检查压力表是否有读数,如有说明压力未泄出,检查23号泄压阀是否得电2.检查42号压力开关(20bar)是否有24V输入,无24V输出至模块3.检查传感器至模块接线有无松动"
SC02_09_001,液压系统压力低于下限值警告,5s,51,0,M,"风机不运行在自检3模式,且液压系统1秒钟平均压力低于下限值(50bar)","1.检查液压泵电机能否正常工作2.检查压力传感器是否能够测量压力3.检查20号电磁阀是否失电,手动泄压阀是否拧紧4.检查液压回路,查看油管、电磁阀是否漏油"
SC02_09_002,液压系统压力过低警告重复出现,0s,100,100,M,液压系统压力过低警告重复出现。,参照 SC02_09_001
SC02_09_003,液压系统压力低于下限值故障,5s,100,100,M,"风机模式不在自检3模式,且液压系统1s压力低于下限值(45bar)",参照 SC02_09_001
SC02_09_017,液压泵运行时间过长,20s,51,0,M,液压泵运行时间超过上限值,"1.检查液压泵电机能否正常工作2.检查压力传感器是否能够测量压力,且压力正常3.检查20号电磁阀是否失电,手动泄压阀是否拧紧4.检查液压回路,查看油管、电磁阀是否漏油"
SC02_09_018,液压泵运行时间过长故障重复出现,0s,51,0,M,液压泵运行时间过长故障重复出现,参照 SC02_09_017
SC02_09_021,液压泵开启过于频繁,0s,51,0,M,液压泵在一定时间内开启次数超过最大值(10次),"1.检查液压泵电机能否正常工作,164KM2吸合是否良好2.检查压力传感器是否能够测量压力,且压力正常3.检查20号电磁阀是否失电,手动泄压阀是否拧紧4.检查液压回路,查看油管、电磁阀是否漏油"
SC02_09_022,液压蓄压器压力超限,10s,100,0,M,液压蓄压器1秒钟平均压力低于最小值或高于最大值,"1.2.检查压力传感器是否能够测量压力,且压力正常2.检查模块161AI2及其至传感器接线是否松动3.检查储能罐,若预充压力为0,需更换"
SC02_09_023,液压泵开启过于频繁故障重复出现,0s,100,0,M,液压泵开启过于频繁故障重复出现,参照 SC02_09_021
SC02_10_001,偏航系统顺时针2级限位开关被撞开,500ms,0,100,A,"偏航系统顺时针2级限位开关被撞开,179DI1的8通道信号为0","1.检查2级门限开关是否被触发,手动或远程推出被压的2级门限2.检查黄盒子凸轮位置是否调整正确3.检查黄盒子至模块的接线是否松动"
SC02_10_002,偏航系统逆时针2级限位开关被撞开,500ms,0,100,A,"偏航系统逆时针2级限位开关被撞开,179DI1的7通道信号为0","1.检查2级门限开关是否被触发,手动或远程推出被压的2级门限2.检查黄盒子凸轮位置是否调整正确3.检查黄盒子至模块的接线是否松动"
SC02_10_008,偏航系统速度过慢,40s,51,100,M,真实的偏航角度小于期望的偏航角度,"1.确认偏航电机是否真实动作2.手动偏航,观察扭缆角度是否变化3.检查黄盒子至模块接线是否松动"
SC02_10_009,偏航系统速度过慢故障重复出现,0s,0,100,M,偏航系统速度过慢故障重复出现,参照 SC02_10_008
SC02_10_010,偏航系统电机运行时间过长,T#45m,0,100,A,"没有电缆解缆活动,顺时针或逆时针偏航电机运行时间超过上限值",1.检查4个偏航电机真实运行时间是否过长
SC02_10_011,"机舱与风向偏离过大,但偏航系统被禁止",0s,51,0,A,"机舱与风向偏离过大,但偏航系统被禁止",1.检查是否存在其他故障禁用自动偏航2.缺认风机不处于维护状态
SC02_10_012,偏航系统位置编码器数值错误,1s,51,100,A,"模拟信号不正常,偏航系统位置编码器数值不对",1.检查黄盒子凸轮位置设置是否正确2.检查检查黄盒子至模块183AI1接线是否松动
SC02_10_019,偏航系统1号电机PTC测温电阻触发,1s,0,100,A,179DI1的1通道信号为0,"1.检查电机抱闸能否正常打开,检查电机三相供电是否缺相。2.检查模块至电机接线盒段接线是否松动3.检查电机测温电阻,阻值超过1K欧即为损坏"
SC02_10_020,偏航系统2号电机PTC测温电阻触发,1s,0,100,A,179DI1的2通道信号为0,"1.检查电机抱闸能否正常打开,检查电机三相供电是否缺相。2.检查模块至电机接线盒段接线是否松动3.检查电机测温电阻,阻值超过1K欧即为损坏"
SC02_10_021,偏航系统3号电机PTC测温电阻触发,1s,0,100,A,179DI1的3通道信号为0,"1.检查电机抱闸能否正常打开,检查电机三相供电是否缺相。2.检查模块至电机接线盒段接线是否松动3.检查电机测温电阻,阻值超过1K欧即为损坏"
SC02_10_022,偏航系统4号电机PTC测温电阻触发,1s,0,100,A,179DI1的4通道信号为0,"1.检查电机抱闸能否正常打开,检查电机三相供电是否缺相。2.检查模块至电机接线盒段接线是否松动3.检查电机测温电阻,阻值超过1K欧即为损坏"
SC02_11_001,风向仪静止不动,T#100ms,51,100,A,"检测到新的风向,但100ms前后风向没有改变","1.检查风向仪,手动摆动风向仪查看风向是否变化2.检查风向标供电是否正常3.检查风向标至模块183AI1接线是否松动"
SC02_11_008,风速仪静止不动,60s,0,0,A,"检测到新的风速,但100ms前后风速没有改变","1.检查风速仪,手动摆动风速仪查看风速是否变化2.检查风速标供电是否正常3.检查风速标至模块183AI1接线是否松动"
SC03_09_005,刹车功能自检失败,5,100,0,M,"先将高速刹车刹上,再将桨叶角度转到45度,10S后检查发电机转速。如果发电机转速大于10转则为故障",1.检查液压刹车泵是否可以打到65bar2.检查液压刹车片的磨损情况与间隙3.检查液压刹车的泄压阀是否关好4.检查液压刹车的电磁阀是否工作正常
SC02_11_016,舱外环境温度高于设定值,T#1m,0,0,A,室外温度10分钟平均值高于设定值(35℃),"检查PT100接线是否松动,电阻是否正常检查126FA5防雷模块内阻是否偏大真实温度过高"
SC02_11_017,舱外环境温度低于设定值,T#1m,0,0,A,室外10分钟平均温度低于设定值(-25℃),1.检查PT100电阻是否正常2.检查126AI1_KL3204模块是否失效3.真实温度过低
SC02_11_018,舱外环境温度高于最大上限值,T#1m,51,0,A,室外10分钟平均温度高于上限值(45℃)。,参照 SC02_11_016
SC02_11_018,舱外环境温度低于最低下限值,T#1m,50,0,A,室外10分钟平均温度高于最低限值(-30℃)。,参照 SC02_11_017
SC02_11_020,舱外环境温度高于设定值或舱外环境温度低于设定值故障重复出现,T#1m,51,0,A,室外温度过高或过低故障重复出现(24小时3次),"参照 SC02_11_016, SC02_11_017"
SC02_02_050,机舱起重系统电机保护故障,,,,,,未启用
